timestamp,open,high,low,close,volume
2026-05-20 13:30:00+00:00,220.49,220.67,216.89,219.285,5505
2026-05-20 13:45:00+00:00,219.72,220.53,219.69,220.08,3421
2026-05-20 14:00:00+00:00,220.04,220.78,219.895,220.78,3026
2026-05-20 14:15:00+00:00,220.9,221.5,220.36,220.52,4497
2026-05-20 14:30:00+00:00,220.79,220.99,220.48,220.99,3853
2026-05-20 14:45:00+00:00,220.98,221.34,220.96,220.96,9534
2026-05-20 15:00:00+00:00,221.13,221.52,220.82,221.4,1859
2026-05-20 15:15:00+00:00,221.6,222.3,221.6,221.665,4197
2026-05-20 15:30:00+00:00,221.79,222.41,221.79,222.41,3927
2026-05-20 15:45:00+00:00,222.45,222.515,221.84,221.99,2720
2026-05-20 16:00:00+00:00,222.06,222.475,222.06,222.475,1894
2026-05-20 16:15:00+00:00,222.78,222.78,222.18,222.18,828
2026-05-20 16:30:00+00:00,222.19,222.41,222.19,222.41,1838
2026-05-20 16:45:00+00:00,222.63,222.63,222.24,222.24,814
2026-05-20 17:00:00+00:00,222.47,222.5,222.12,222.305,1673
2026-05-20 17:15:00+00:00,222.83,222.83,222.61,222.615,1459
2026-05-20 17:30:00+00:00,222.945,223.455,222.84,223.455,2293
2026-05-20 17:45:00+00:00,223.39,223.48,223.13,223.13,3843
2026-05-20 18:00:00+00:00,223.23,223.34,222.98,223.05,2103
2026-05-20 18:15:00+00:00,223.385,223.565,223.31,223.52,1081
2026-05-20 18:30:00+00:00,223.57,223.84,223.57,223.785,1088
2026-05-20 18:45:00+00:00,223.96,223.96,223.545,223.545,3541
2026-05-20 19:00:00+00:00,223.58,224.05,223.445,223.97,2267
2026-05-20 19:15:00+00:00,223.99,224.22,223.92,224.12,3873
2026-05-20 19:30:00+00:00,224.5,224.74,224.285,224.57,6416
2026-05-20 19:45:00+00:00,224.45,224.99,223.86,224.84,37883
2026-05-21 13:30:00+00:00,232.325,235.28,231.06,233.06,102958
2026-05-21 13:45:00+00:00,232.94,238.545,232.775,237.72,79340
2026-05-21 14:00:00+00:00,237.73,239.39,236.765,239.37,42826
2026-05-21 14:15:00+00:00,239.235,241.41,238.94,240.68,57050
2026-05-21 14:30:00+00:00,240.93,243.1,240.16,242.69,88110
2026-05-21 14:45:00+00:00,242.67,242.82,241.42,242.69,25373
2026-05-21 15:00:00+00:00,242.37,242.51,240.58,241.33,36951
2026-05-21 15:15:00+00:00,241.155,243.865,241.1,241.705,33605
2026-05-21 15:30:00+00:00,241.45,243.32,241.2,243.32,17898
2026-05-21 15:45:00+00:00,242.98,244.08,242.88,243.94,16792
2026-05-21 16:00:00+00:00,243.92,244.35,243.085,243.62,32529
2026-05-21 16:15:00+00:00,243.405,243.405,240.3,240.3,14414
2026-05-21 16:30:00+00:00,240.515,241.32,240.1,241.32,8844
2026-05-21 16:45:00+00:00,241.33,242.79,241.33,242.39,8524
2026-05-21 17:00:00+00:00,242.415,243.86,242.415,243.84,18424
2026-05-21 17:15:00+00:00,243.785,245.525,243.755,245.13,30191
2026-05-21 17:30:00+00:00,245.165,245.29,244.27,245.22,11825
2026-05-21 17:45:00+00:00,245.32,247.33,245.06,247.19,33417
2026-05-21 18:00:00+00:00,247.25,249.425,247.07,249.31,27328
2026-05-21 18:15:00+00:00,249.33,251.54,248.64,251.54,34628
2026-05-21 18:30:00+00:00,251.72,252.2,248.95,250.71,38351
2026-05-21 18:45:00+00:00,250.7,251.94,249.35,250.36,26231
2026-05-21 19:00:00+00:00,250.36,251.53,249.98,250.73,26934
2026-05-21 19:15:00+00:00,250.75,251.83,249.83,250.255,22122
2026-05-21 19:30:00+00:00,250.16,252.26,249.425,252.02,46330
2026-05-21 19:45:00+00:00,251.87,253.56,251.84,253.1,263707
2026-05-22 12:00:00+00:00,259.49,259.55,259.49,259.55,240
2026-05-22 12:30:00+00:00,258.27,258.3,258.27,258.3,477
2026-05-22 12:45:00+00:00,259.61,259.61,259.16,259.16,224
2026-05-22 13:00:00+00:00,262.25,262.25,262.25,262.25,140
2026-05-22 13:15:00+00:00,264.17,264.17,264.07,264.07,335
2026-05-22 13:30:00+00:00,261.905,264.23,258.32,261.145,120365
2026-05-22 13:45:00+00:00,261.66,263.78,258.89,260.42,59447
2026-05-22 14:00:00+00:00,260.16,260.6,255.67,257.5,32305
2026-05-22 14:15:00+00:00,257.76,259.34,257.535,258.46,27558
2026-05-22 14:30:00+00:00,258.43,260.38,257.59,257.59,22921
2026-05-22 14:45:00+00:00,257.725,258.235,257.09,257.205,23995
2026-05-22 15:00:00+00:00,257.145,258.05,256.455,258.05,11992
2026-05-22 15:15:00+00:00,257.85,258.24,256.635,258.03,13381
2026-05-22 15:30:00+00:00,257.87,257.88,256.78,256.99,13901
2026-05-22 15:45:00+00:00,256.9,257.21,255.78,256.155,13285
2026-05-22 16:00:00+00:00,256.07,257.84,256.0,257.265,10445
2026-05-22 16:15:00+00:00,257.22,258.16,257.105,257.965,8893
2026-05-22 16:30:00+00:00,258.095,258.78,257.57,257.96,19713
2026-05-22 16:45:00+00:00,258.08,258.1,256.635,256.76,13640
2026-05-22 17:00:00+00:00,256.68,256.68,255.515,256.12,17504
2026-05-22 17:15:00+00:00,255.96,256.91,255.89,256.91,14238
2026-05-22 17:30:00+00:00,256.85,256.96,255.49,255.875,17286
2026-05-22 17:45:00+00:00,255.915,256.96,255.68,256.8,11931
2026-05-22 18:00:00+00:00,256.75,257.44,256.18,257.33,11739
2026-05-22 18:15:00+00:00,257.41,257.905,257.34,257.57,13810
2026-05-22 18:30:00+00:00,257.57,258.07,256.605,256.665,13711
2026-05-22 18:45:00+00:00,256.72,256.81,254.5,254.53,21276
2026-05-22 19:00:00+00:00,254.355,254.98,253.99,254.66,18619
2026-05-22 19:15:00+00:00,254.52,255.0,254.0,254.04,11182
2026-05-22 19:30:00+00:00,254.02,255.035,253.71,254.77,19208
2026-05-22 19:45:00+00:00,254.775,254.8,253.485,253.8,44678
2026-05-26 12:15:00+00:00,255.05,255.05,255.05,255.05,289
2026-05-26 13:30:00+00:00,254.04,254.04,245.525,250.23,44696
2026-05-26 13:45:00+00:00,250.435,251.555,247.93,249.36,20680
2026-05-26 14:00:00+00:00,249.4,249.95,246.84,247.495,12601
2026-05-26 14:15:00+00:00,247.7,248.0,246.135,246.495,9339
2026-05-26 14:30:00+00:00,246.69,247.945,246.52,247.945,10703
2026-05-26 14:45:00+00:00,247.765,247.87,246.555,247.09,12612
2026-05-26 15:00:00+00:00,247.22,247.96,246.735,247.96,6240
2026-05-26 15:15:00+00:00,248.49,248.97,248.2,248.97,5345
2026-05-26 15:30:00+00:00,249.01,249.69,248.7,249.69,5548
2026-05-26 15:45:00+00:00,249.92,249.95,249.105,249.105,3382
2026-05-26 16:00:00+00:00,249.91,249.91,249.36,249.79,4478
2026-05-26 16:15:00+00:00,249.71,251.06,249.71,251.02,4434
2026-05-26 16:30:00+00:00,250.96,251.36,250.8,250.84,3386
2026-05-26 16:45:00+00:00,250.76,250.79,250.45,250.455,1889
2026-05-26 17:00:00+00:00,250.81,250.95,250.67,250.94,1217
2026-05-26 17:15:00+00:00,251.11,251.28,250.0,250.37,3182
2026-05-26 17:30:00+00:00,250.15,250.15,249.68,249.72,1581
2026-05-26 17:45:00+00:00,249.88,250.01,249.865,250.01,768
2026-05-26 18:00:00+00:00,249.95,250.19,249.785,250.08,3890
2026-05-26 18:15:00+00:00,250.39,250.44,250.07,250.07,1603
2026-05-26 18:30:00+00:00,250.14,250.83,250.14,250.82,2794
2026-05-26 18:45:00+00:00,250.65,250.65,249.715,249.84,2696
2026-05-26 19:00:00+00:00,249.89,250.7,249.89,250.7,3058
2026-05-26 19:15:00+00:00,250.73,250.73,250.39,250.43,3883
2026-05-26 19:30:00+00:00,250.66,251.59,250.63,251.59,6178
2026-05-26 19:45:00+00:00,251.71,253.06,250.83,250.83,24439
2026-05-27 12:15:00+00:00,247.27,247.27,247.27,247.27,236
2026-05-27 13:30:00+00:00,251.63,254.34,251.01,253.75,30020
2026-05-27 13:45:00+00:00,253.75,255.7,252.46,255.59,27823
2026-05-27 14:00:00+00:00,255.45,257.41,255.29,256.46,18397
2026-05-27 14:15:00+00:00,256.26,257.26,254.64,254.64,11070
2026-05-27 14:30:00+00:00,254.8,255.885,254.75,255.665,9109
2026-05-27 14:45:00+00:00,255.31,256.21,255.15,255.87,7056
2026-05-27 15:00:00+00:00,256.13,256.13,254.21,254.36,17066
2026-05-27 15:15:00+00:00,254.51,255.68,254.51,254.905,7616
2026-05-27 15:30:00+00:00,255.385,256.46,255.335,255.465,2998
2026-05-27 15:45:00+00:00,255.34,255.405,254.46,254.46,2855
2026-05-27 16:00:00+00:00,255.17,255.64,255.01,255.37,3238
2026-05-27 16:15:00+00:00,255.4,256.49,255.4,256.38,3911
2026-05-27 16:30:00+00:00,256.35,256.99,256.21,256.25,19842
2026-05-27 16:45:00+00:00,256.2,256.31,255.92,255.92,3686
2026-05-27 17:00:00+00:00,256.0,256.065,255.43,255.5,3195
2026-05-27 17:15:00+00:00,255.55,255.71,255.275,255.64,2291
2026-05-27 17:30:00+00:00,255.69,255.975,255.69,255.75,2893
2026-05-27 17:45:00+00:00,255.85,256.005,255.39,255.43,2693
2026-05-27 18:00:00+00:00,255.49,255.625,255.19,255.43,2561
2026-05-27 18:15:00+00:00,255.64,255.99,255.64,255.65,1861
2026-05-27 18:30:00+00:00,255.53,256.02,255.53,255.95,3508
2026-05-27 18:45:00+00:00,255.78,256.3,255.675,255.99,5157
2026-05-27 19:00:00+00:00,255.85,256.33,255.85,256.245,2331
2026-05-27 19:15:00+00:00,256.285,256.285,255.99,256.08,5152
2026-05-27 19:30:00+00:00,256.35,257.155,256.34,257.06,6134
2026-05-27 19:45:00+00:00,257.055,257.055,255.15,255.3,38621
2026-05-28 12:00:00+00:00,259.43,259.43,259.35,259.35,200
2026-05-28 12:45:00+00:00,261.03,261.63,261.03,261.63,1223
2026-05-28 13:00:00+00:00,261.2,261.2,260.86,260.91,482
2026-05-28 13:15:00+00:00,260.89,260.89,260.89,260.89,190
2026-05-28 13:30:00+00:00,260.54,263.795,257.24,262.065,29536
2026-05-28 13:45:00+00:00,262.47,266.7,261.905,266.27,40678
2026-05-28 14:00:00+00:00,266.405,266.47,262.0,266.47,35922
2026-05-28 14:15:00+00:00,266.8,268.79,266.15,266.15,34115
2026-05-28 14:30:00+00:00,266.35,267.66,265.1,265.89,11910
2026-05-28 14:45:00+00:00,265.94,266.41,265.03,265.54,7564
2026-05-28 15:00:00+00:00,265.245,265.71,263.95,264.42,11041
2026-05-28 15:15:00+00:00,264.63,265.705,264.23,265.67,12448
2026-05-28 15:30:00+00:00,265.73,266.28,265.28,265.73,12847
2026-05-28 15:45:00+00:00,265.62,265.92,265.17,265.715,11178
2026-05-28 16:00:00+00:00,265.14,265.14,263.46,263.46,6176
2026-05-28 16:15:00+00:00,263.67,263.685,262.78,262.815,9608
2026-05-28 16:30:00+00:00,262.725,263.15,262.6,263.15,5805
2026-05-28 16:45:00+00:00,263.08,263.34,262.59,262.8,4801
2026-05-28 17:00:00+00:00,262.715,262.715,261.885,262.185,5588
2026-05-28 17:15:00+00:00,262.11,262.11,260.055,260.1,11403
2026-05-28 17:30:00+00:00,260.1,262.035,260.095,261.805,9988
2026-05-28 17:45:00+00:00,261.94,262.61,261.94,262.37,11378
2026-05-28 18:00:00+00:00,262.37,262.37,261.21,261.73,8135
2026-05-28 18:15:00+00:00,261.79,261.81,261.24,261.52,7057
2026-05-28 18:30:00+00:00,261.16,261.4,261.08,261.14,7887
2026-05-28 18:45:00+00:00,261.205,261.7,261.145,261.35,6744
2026-05-28 19:00:00+00:00,261.34,263.89,261.34,263.84,6776
2026-05-28 19:15:00+00:00,263.74,264.375,263.36,263.94,8646
2026-05-28 19:30:00+00:00,264.06,264.345,263.73,263.84,12049
2026-05-28 19:45:00+00:00,264.01,264.63,263.66,264.23,74914
2026-05-29 12:00:00+00:00,276.4,276.4,276.4,276.4,355
2026-05-29 13:30:00+00:00,277.87,279.11,273.46,278.15,40823
2026-05-29 13:45:00+00:00,277.97,285.5,277.94,285.085,58488
2026-05-29 14:00:00+00:00,285.28,287.74,283.04,286.85,89965
2026-05-29 14:15:00+00:00,286.99,289.18,285.2,288.5,74082
2026-05-29 14:30:00+00:00,288.47,292.05,285.43,285.43,61367
2026-05-29 14:45:00+00:00,285.41,289.45,283.85,288.81,32281
2026-05-29 15:00:00+00:00,289.16,291.015,288.275,290.96,17250
2026-05-29 15:15:00+00:00,291.17,291.805,289.86,291.58,33234
2026-05-29 15:30:00+00:00,291.37,293.57,291.37,292.25,24463
2026-05-29 15:45:00+00:00,292.33,292.54,290.53,291.52,17827
2026-05-29 16:00:00+00:00,291.605,291.75,288.44,288.44,14444
2026-05-29 16:15:00+00:00,288.465,288.935,287.42,288.79,6618
2026-05-29 16:30:00+00:00,288.96,290.18,288.96,289.28,11052
2026-05-29 16:45:00+00:00,289.06,289.22,287.54,287.54,11101
2026-05-29 17:00:00+00:00,287.55,288.07,287.11,287.75,8011
2026-05-29 17:15:00+00:00,289.14,291.63,289.14,291.56,11236
2026-05-29 17:30:00+00:00,291.41,291.81,290.74,290.74,5784
2026-05-29 17:45:00+00:00,290.61,290.61,289.14,289.25,7600
2026-05-29 18:00:00+00:00,289.07,290.39,288.61,290.35,6807
2026-05-29 18:15:00+00:00,290.37,291.32,290.125,291.32,18649
2026-05-29 18:30:00+00:00,291.395,293.61,291.395,293.33,14497
2026-05-29 18:45:00+00:00,292.97,294.83,292.94,294.665,14154
2026-05-29 19:00:00+00:00,294.715,296.55,294.71,296.37,43102
2026-05-29 19:15:00+00:00,296.66,299.715,296.615,299.48,43243
2026-05-29 19:30:00+00:00,299.7,300.84,299.08,300.49,45303
2026-05-29 19:45:00+00:00,300.56,300.64,295.86,297.97,83270
2026-06-01 12:00:00+00:00,332.33,332.33,326.22,328.37,1285
2026-06-01 12:15:00+00:00,326.62,326.62,325.65,325.65,311
2026-06-01 12:30:00+00:00,325.21,326.3,325.21,326.3,336
