timestamp_et,open,high,low,close,volume,sma_26,pct_15m,wa,wa_old
2026-07-07 02:15:00 PM ET,311.035,311.36,310.86,310.86,3975,305.9915384615385,-0.0385876905267257,18.35214324689372,3394.8151557361425
2026-07-07 02:30:00 PM ET,310.9,310.965,310.355,310.7,3740,306.4511538461539,-0.051470115164387,18.401626665065688,3422.675633545743
2026-07-07 02:45:00 PM ET,309.85,311.085,309.85,310.68,7872,306.90576923076924,-0.0064370775667788,18.448650756853542,3450.0844083478896
2026-07-07 03:00:00 PM ET,310.5,310.53,309.29,309.47,3129,307.3071153846154,-0.3894682631646606,18.47226081940629,3476.843706611435
2026-07-07 03:15:00 PM ET,309.22,309.315,308.72,309.08,8730,307.64076923076925,-0.1260219084240899,18.466341578544483,3502.9904525754796
2026-07-07 03:30:00 PM ET,309.04,309.04,307.65,307.65,12612,307.93038461538464,-0.4626633881195774,18.44130675198017,3526.946122831584
2026-07-07 03:45:00 PM ET,307.68,308.19,305.88,306.08,41888,308.18384615384616,-0.5103201690232373,18.40066590777232,3550.8934533618813
2026-07-08 09:30:00 AM ET,299.58,301.48,296.05,300.8,25027,308.11615384615385,-1.7250392054364738,18.221188363532303,3571.4677355118242
2026-07-08 09:45:00 AM ET,300.67,301.65,297.98,299.19,10606,308.0088461538461,-0.5352393617021334,18.02503878321369,3590.4011659443427
2026-07-08 10:00:00 AM ET,299.77,301.62,299.55,301.04,13570,308.0073076923077,0.618336174337375,17.87517114265034,3610.4023374594335
2026-07-08 10:15:00 AM ET,300.69,303.77,300.69,302.775,10158,307.98019230769233,0.5763353707148422,17.714651479579665,3631.500400837187
2026-07-08 10:30:00 AM ET,302.66,302.66,301.74,302.33,6599,307.94153846153847,-0.146973825447938,17.54957766894753,3652.304031413302
2026-07-08 10:45:00 AM ET,301.545,301.69,300.36,301.38,9733,307.78576923076923,-0.3142261766943321,17.334245076974966,3672.258609916288
2026-07-08 11:00:00 AM ET,301.195,302.45,300.49,301.45,3634,307.60038461538466,0.0232264914725499,17.10660298911058,3692.0515931601535
2026-07-08 11:15:00 AM ET,300.86,301.61,299.7,300.56,4504,307.3326923076923,-0.2952396749046238,16.84381508019537,3711.214424534397
2026-07-08 11:30:00 AM ET,300.3,301.21,300.125,300.355,3763,306.9855769230769,-0.0682060154378438,16.54712080800245,3730.3343673299573
2026-07-08 11:45:00 AM ET,300.41,300.685,300.29,300.29,966,306.59134615384613,-0.0216410580812675,16.230513624991698,3750.1226297373933
2026-07-08 12:00:00 PM ET,301.14,301.765,301.055,301.765,829,306.2538461538461,0.4911918478803789,15.93912035195017,3770.6083477878246
2026-07-08 12:15:00 PM ET,302.09,302.31,302.0,302.31,1826,305.93615384615384,0.1806041124716273,15.656902348751634,3791.333882819965
2026-07-08 12:30:00 PM ET,302.6,303.18,302.6,303.18,4337,305.635,0.287784062717078,15.382444901941454,3813.7979413448065
2026-07-08 12:45:00 PM ET,303.14,303.14,302.395,302.61,3335,305.33480769230766,-0.1880071244805048,15.108959796029854,3835.2154080997893
2026-07-08 01:00:00 PM ET,302.35,302.36,301.285,301.61,3729,305.0094230769231,-0.3304583457255261,14.825026593863925,3855.8973375237974
2026-07-08 01:15:00 PM ET,301.68,303.175,301.675,302.76,5195,304.6782692307692,0.3812870926030332,14.539123781556636,3876.963526460949
2026-07-08 01:30:00 PM ET,303.49,303.49,302.5,302.5,3374,304.3655769230769,-0.0858766019289136,14.389901569025776,3897.606236514116
2026-07-08 01:45:00 PM ET,302.26,302.53,302.26,302.38,2513,304.0301923076923,-0.0396694214876092,14.278093187418236,3917.770855319379
2026-07-08 02:00:00 PM ET,302.08,302.3,301.89,302.3,4177,303.6963461538461,-0.0264567762418121,14.097487129499289,3939.9787497549837
2026-07-08 02:15:00 PM ET,302.155,302.23,302.04,302.07,1939,303.3582692307692,-0.0760833608997701,13.918537670304932,3962.8393882704368
2026-07-08 02:30:00 PM ET,302.12,302.52,302.085,302.43,2854,303.04019230769234,0.1191776740490757,13.746455034512618,3983.939989365601
2026-07-08 02:45:00 PM ET,302.58,302.82,302.18,302.23,2296,302.7151923076923,-0.0661310055219299,13.572850661610516,4004.612129762905
2026-07-08 03:00:00 PM ET,302.085,302.175,301.41,301.41,4554,302.4051923076923,-0.2713165470006218,13.438565582031243,4024.802684052006
2026-07-08 03:15:00 PM ET,301.785,302.365,301.785,302.05,3543,302.1348076923077,0.2123353571547026,13.296113202923946,4045.121534020541
2026-07-08 03:30:00 PM ET,301.935,302.84,301.935,302.685,7556,301.9438461538461,0.2102300943552348,13.19199641707684,4065.8697135996567
2026-07-08 03:45:00 PM ET,302.61,302.61,301.24,302.02,44387,301.7876923076923,-0.2197003485471804,13.114847746871236,4086.201433672622
2026-07-09 09:30:00 AM ET,285.22,294.62,284.77,293.91,26800,301.5226923076923,-2.685252632275992,12.989178847388152,4101.326014220773
2026-07-09 09:45:00 AM ET,295.0,296.27,293.675,296.27,12738,301.4103846153846,0.8029668946275992,12.92655439628388,4117.937643772853
2026-07-09 10:00:00 AM ET,296.5,296.98,295.8,296.28,7015,301.2273076923077,0.0033752995578284,12.828887103431176,4134.372336621081
2026-07-09 10:15:00 AM ET,295.54,296.03,293.91,295.855,13868,300.9611538461539,-0.1434453894964105,12.696240576434889,4150.293375533701
2026-07-09 10:30:00 AM ET,295.41,296.36,295.09,295.31,8658,300.69115384615384,-0.1842118605397957,12.575693057101129,4165.705824049086
2026-07-09 10:45:00 AM ET,295.36,295.86,293.51,295.18,5755,300.4526923076923,-0.0440215366902529,12.471914581684649,4180.884012459493
2026-07-09 11:00:00 AM ET,295.615,295.75,295.11,295.11,1839,300.20884615384614,-0.0237143437902265,12.352961653826958,4196.346344171876
2026-07-09 11:15:00 AM ET,294.98,296.355,294.98,296.0,5624,300.03346153846155,0.3015824607773387,12.249720983933766,4212.4837843005935
2026-07-09 11:30:00 AM ET,295.81,296.645,295.54,296.1,3283,299.8698076923077,0.0337837837837806,12.147197410850325,4228.285640524462
2026-07-09 11:45:00 AM ET,295.915,296.355,295.88,296.12,4273,299.7094230769231,0.0067544748395764,12.035709432018203,4244.2452384517355
2026-07-09 12:00:00 PM ET,295.92,296.38,295.19,295.26,6209,299.4592307692308,-0.2904228015669363,11.862170121813646,4259.1662757026
2026-07-09 12:15:00 PM ET,294.835,294.94,294.24,294.6,4336,299.16269230769234,-0.2235318024791599,11.68740901399906,4273.119635018716
2026-07-09 12:30:00 PM ET,294.44,294.715,294.33,294.63,4126,298.83384615384614,0.0101832993889994,11.497643928596716,4287.399423045611
2026-07-09 12:45:00 PM ET,294.705,294.705,293.39,294.05,4202,298.50461538461536,-0.1968570749753873,11.313374809364271,4301.379123085138
2026-07-09 01:00:00 PM ET,294.02,294.44,293.865,293.945,2911,298.2098076923077,-0.035708212888974,11.162373054861847,4315.196587323673
2026-07-09 01:15:00 PM ET,293.515,293.78,293.08,293.445,4467,297.8515384615385,-0.1700998486111382,10.989205718729142,4328.522723949401
2026-07-09 01:30:00 PM ET,293.76,293.76,293.27,293.415,1421,297.5021153846154,-0.0102233808720431,10.77458964255167,4342.279858177945
2026-07-09 01:45:00 PM ET,293.715,293.91,293.49,293.845,911,297.17384615384617,0.1465501082085207,10.562846788189583,4356.177797276731
2026-07-09 02:00:00 PM ET,293.745,294.335,293.645,294.14,2598,296.86,0.1003930643706629,10.39264289649762,4370.604068427006
2026-07-09 02:15:00 PM ET,294.165,294.73,294.11,294.6,2642,296.5726923076923,0.1563881145033141,10.212865347659273,4385.883950459173
2026-07-09 02:30:00 PM ET,294.53,294.85,294.47,294.47,2796,296.26653846153846,-0.0441276306856752,10.04096003435911,4400.469695251233
2026-07-09 02:45:00 PM ET,294.46,294.81,294.46,294.81,1840,295.98115384615386,0.115461676911055,9.891227046981598,4414.159695166599
2026-07-09 03:00:00 PM ET,294.57,294.7,294.5,294.61,3652,295.7196153846154,-0.06784030392456,9.778419323382876,4428.415006854752
2026-07-09 03:15:00 PM ET,294.7,294.795,294.19,294.23,4205,295.4188461538462,-0.1289840806489972,9.634713832247344,4442.620914804071
2026-07-09 03:30:00 PM ET,293.905,294.8,293.905,294.63,6848,295.1090384615385,0.1359480678380764,9.476773010893806,4458.143289051858
2026-07-09 03:45:00 PM ET,294.615,295.15,293.76,295.15,22223,294.8448076923077,0.1764925499779357,9.34369495519938,4473.526591858818
2026-07-10 09:30:00 AM ET,296.87,298.075,294.87,296.63,5027,294.94942307692304,0.501439945790283,9.372526565560197,4489.753360085279
2026-07-10 09:45:00 AM ET,296.49,297.5,296.03,296.11,6677,294.94326923076926,-0.1753025654856133,9.36460470687038,4505.675246733897
2026-07-10 10:00:00 AM ET,295.75,295.75,292.9,293.145,5142,294.8226923076923,-1.0013170781128733,9.313874798339068,4519.2030216932635
2026-07-10 10:15:00 AM ET,292.79,293.29,292.06,292.905,4996,294.7092307692308,-0.0818707465588763,9.267013766762302,4532.870563130562
2026-07-10 10:30:00 AM ET,292.67,292.725,290.16,291.56,8267,294.565,-0.4591932537853505,9.205659563233118,4545.831172570868
2026-07-10 10:45:00 AM ET,292.055,292.65,291.73,292.21,7138,294.45076923076925,0.2229386747153228,9.162007935818089,4559.1163279168795
2026-07-10 11:00:00 AM ET,292.34,292.34,291.7,291.9,2806,294.3273076923077,-0.1060880873344549,9.134951370084204,4572.50340194689
2026-07-10 11:15:00 AM ET,291.875,291.875,291.38,291.38,2128,294.1496153846154,-0.1781431997259219,9.072299492208508,4585.77119934
2026-07-10 11:30:00 AM ET,291.105,291.14,290.25,290.45,1807,293.9323076923077,-0.3191708421991901,9.006884054490879,4578.966943488994
2026-07-10 11:45:00 AM ET,290.6,290.865,290.6,290.865,310,293.73019230769233,0.1428817352384204,8.934700263354296,4592.010014264119
2026-07-10 12:00:00 PM ET,290.885,290.885,289.11,289.995,2211,293.5276923076923,-0.2991078335310204,8.860343462848123,4517.968186580653
2026-07-10 12:15:00 PM ET,290.02,290.02,289.44,289.6,599,293.3353846153846,-0.1362092449869734,8.791853020266752,4529.207981268029
2026-07-10 12:30:00 PM ET,290.09,290.09,290.09,290.09,204,293.16076923076923,0.1691988950276002,8.735771260013449,4541.020969888824
2026-07-10 12:45:00 PM ET,290.25,290.25,290.07,290.15,440,293.01076923076926,0.020683236237029,8.69867049806792,4553.0207686632475
2026-07-10 01:00:00 PM ET,290.53,290.53,289.72,289.72,427,292.84826923076923,-0.148199207306543,8.64244389893439,4564.8033358625535
2026-07-10 01:15:00 PM ET,289.8,289.8,289.435,289.64,2018,292.7019230769231,-0.027612867596316,8.592096795713196,4568.618758139358
2026-07-10 01:30:00 PM ET,289.695,289.695,289.695,289.695,239,292.55884615384616,0.0189890899047195,8.456730905450991,4517.475466317323
2026-07-10 01:45:00 PM ET,289.7,290.06,289.585,289.585,888,292.395,-0.0379709694678931,8.301229909358517,3462.511519077875
2026-07-10 02:00:00 PM ET,289.365,289.52,289.21,289.24,2531,292.20653846153846,-0.1191360049726197,8.13181336833545,3470.8201940721237
2026-07-10 02:15:00 PM ET,288.85,289.23,288.755,289.22,1923,291.99961538461537,-0.0069146729359648,7.980686756289671,3228.199781225595
2026-07-10 02:30:00 PM ET,289.32,289.32,289.06,289.06,1207,291.79153846153844,-0.0553212087684218,7.798247343571869,3211.790737429844
2026-07-10 02:45:00 PM ET,288.9,289.16,288.665,289.16,1155,291.5742307692308,0.0345948937936935,7.600931337810893,3050.9368070357223
2026-07-10 03:00:00 PM ET,289.38,289.66,289.25,289.66,1219,291.3838461538461,0.1729146493290922,7.388223227041737,2993.7565357192016
2026-07-10 03:15:00 PM ET,289.43,289.43,288.68,288.68,1315,291.17038461538465,-0.3383276945384317,7.162972367190752,2996.829017477989
2026-07-10 03:30:00 PM ET,288.595,288.595,287.86,287.95,6208,290.91346153846155,-0.2528751558819486,6.914679001728709,2946.0527554899504
2026-07-10 03:45:00 PM ET,287.96,288.63,287.535,287.535,25640,290.6205769230769,-0.1441222434450328,6.650454496038884,2951.252599380444
2026-07-13 09:30:00 AM ET,291.72,297.0,291.16,291.76,19523,290.43326923076927,1.4693863355765169,6.441910668857561,2958.5321654745767
2026-07-13 09:45:00 AM ET,292.1,292.1,289.285,289.76,13480,290.1890384615385,-0.6854949273375377,6.207448146372735,2964.8629991369376
2026-07-13 10:00:00 AM ET,289.8,295.64,289.8,294.82,13406,290.2534615384615,1.746272777471014,6.108931333992367,2974.7589332244006
2026-07-13 10:15:00 AM ET,295.4,296.165,293.8,294.07,18232,290.2982692307692,-0.2543925106844868,6.0017564625039785,2984.4322244517757
2026-07-13 10:30:00 AM ET,293.77,293.77,292.84,292.91,1936,290.3501923076923,-0.3944639031522978,5.898223803973471,2993.1068465405233
2026-07-13 10:45:00 AM ET,292.465,293.68,292.23,293.68,2818,290.4067307692308,0.26287938274554,5.797177091272037,3002.2570417041634
2026-07-13 11:00:00 AM ET,293.7,294.0,293.52,293.61,2804,290.4725,-0.0238354671751594,5.700729918324472,3011.6680801276425
2026-07-13 11:15:00 AM ET,293.825,294.57,293.785,293.785,1949,290.565,0.059602874561504,5.616903932031958,3020.9549094100207
2026-07-13 11:30:00 AM ET,293.79,293.79,293.01,293.21,4755,290.67115384615386,-0.1957213608591468,5.539663234311165,3030.032718851769
2026-07-13 11:45:00 AM ET,293.0,293.37,292.76,292.76,2687,290.7440384615384,-0.1534736195900499,5.455507924055611,3026.2893796406843
2026-07-13 12:00:00 PM ET,292.81,293.075,292.53,292.97,1271,290.85846153846154,0.0717311108074936,5.383677390859285,3035.1894864485844
2026-07-13 12:15:00 PM ET,292.83,292.84,291.41,291.41,2671,290.9280769230769,-0.5324777280950266,5.290586947200888,3043.0112250952297
2026-07-13 12:30:00 PM ET,291.28,291.9,290.985,291.89,1322,290.9973076923077,0.1647163789849193,5.197667157060378,3051.1222220490854
2026-07-13 12:45:00 PM ET,291.85,291.85,291.29,291.29,1347,291.04115384615386,-0.2055568878687075,5.093463659711735,3043.41404403736
2026-07-13 01:00:00 PM ET,291.125,291.66,290.99,290.99,1163,291.09000000000003,-0.1029901472759164,4.991926062931593,3050.668492161035
2026-07-13 01:15:00 PM ET,290.615,290.615,290.16,290.3,981,291.11538461538464,-0.2371215505687418,4.880011895766753,3057.571806072098
2026-07-13 01:30:00 PM ET,290.34,290.4,289.945,290.07,1875,291.1298076923077,-0.0792283844299079,4.817644411830547,3064.105078672719
2026-07-13 01:45:00 PM ET,289.81,289.84,289.25,289.83,2615,291.1392307692308,-0.0827386492915582,4.738407148816051,3070.073489917092
2026-07-13 02:00:00 PM ET,290.095,292.095,290.06,290.28,20442,291.1792307692308,0.1552634302867117,4.714641246166253,3076.3664020679803
2026-07-13 02:15:00 PM ET,289.96,290.12,289.53,289.86,3654,291.20384615384614,-0.1446878875568269,4.656450362074555,3081.925140277508
2026-07-13 02:30:00 PM ET,289.78,289.96,289.565,289.735,1797,291.22980769230765,-0.043124266887462,4.589136359551039,2660.0267726521265
2026-07-13 02:45:00 PM ET,289.82,289.82,289.53,289.585,2913,291.24615384615385,-0.0517714463216467,4.498266970004846,2557.980572931093
2026-07-13 03:00:00 PM ET,289.58,290.51,289.42,290.51,4093,291.27884615384613,0.3194226220280871,4.427152445933016,2562.9139744135837
2026-07-13 03:15:00 PM ET,290.51,290.83,290.21,290.21,3824,291.3376923076923,-0.103266668961488,4.388600028786035,2566.7111725385034
2026-07-13 03:30:00 PM ET,290.51,290.51,289.805,290.245,4676,291.42596153846154,0.0120602322456253,4.394193192869912,2570.9588751339875
2026-07-13 03:45:00 PM ET,290.21,291.08,289.91,290.28,36022,291.53153846153845,0.0120587779289804,4.405428649156155,2575.476464745713
2026-07-14 09:30:00 AM ET,226.135,227.145,215.755,220.86,395407,275.8903846153846,-3.012471456174237,1.7532478094385209,-10408.573456691754
2026-07-14 09:45:00 AM ET,220.78,225.39,220.0,223.51,171563,273.1942307692308,1.199855111835535,1.302250751998178,-10360.933310574228
2026-07-14 10:00:00 AM ET,223.95,224.5,218.18,218.45,139901,270.29673076923075,-2.263880810701979,0.8490867508678206,-10723.66080650841
2026-07-14 10:15:00 AM ET,218.445,219.14,216.44,219.12,98442,267.44711538461536,0.306706340123597,0.3939176791115479,-10672.305796040671
2026-07-14 10:30:00 AM ET,219.07,220.205,217.76,218.06,50061,264.57403846153846,-0.48375319459657,-0.0601561966432577,-10687.623813336419
2026-07-14 10:45:00 AM ET,218.04,218.43,216.7,216.705,69607,261.64076923076925,-0.6213886086398168,-0.5182619573683094,-10869.664583458134
2026-07-14 11:00:00 AM ET,216.69,216.69,215.0,215.08,102295,258.705,-0.7498673311644888,-0.9756144661531734,-11099.219582926975
2026-07-14 11:15:00 AM ET,215.12,215.48,213.24,214.365,108756,255.72326923076923,-0.3324344429979531,-1.4299327130045707,-11169.354344262563
2026-07-14 11:30:00 AM ET,214.4,215.32,214.15,214.38,76112,252.7651923076923,0.0069974109579318,-1.8871774044970848,-11113.756155699572
2026-07-14 11:45:00 AM ET,214.385,215.87,214.355,215.87,61046,249.87596153846155,0.6950275212239898,-2.332330587602198,-11059.51324064113
2026-07-14 12:00:00 PM ET,216.3,219.54,216.3,219.06,54994,247.13596153846157,1.4777412331495876,-2.773953898993017,-11008.297545015837
2026-07-14 12:15:00 PM ET,219.25,219.74,217.865,218.19,57567,244.3713461538462,-0.3971514653519636,-3.1805208930545765,-10956.626537283872
2026-07-14 12:30:00 PM ET,218.37,218.49,216.94,218.33,38667,241.6213461538462,0.0641642605069048,-3.590888002025165,-10904.911771448405
2026-07-14 12:45:00 PM ET,218.3,218.82,217.965,218.535,30384,238.86192307692303,0.0938945632757759,-4.0283551177374655,-10854.844869222845
2026-07-14 01:00:00 PM ET,218.45,218.93,218.0,218.85,50169,236.1307692307692,0.1441416706706055,-4.460056154541648,-10804.560440739673
2026-07-14 01:15:00 PM ET,218.81,220.76,218.05,220.405,44257,233.4642307692308,0.7105323280786058,-4.85659230351545,-10755.625375135658
2026-07-14 01:30:00 PM ET,220.4,220.67,218.24,218.71,45987,230.73826923076925,-0.7690388149089178,-5.213761951070184,-10704.315556003015
2026-07-14 01:45:00 PM ET,218.805,219.35,218.29,218.31,38718,227.9613461538461,-0.1828905857071072,-5.583131002421456,-10653.253912006772
2026-07-14 02:00:00 PM ET,218.305,218.335,217.145,217.48,74948,225.16403846153847,-0.3801933031010951,-5.983273550635331,-10602.120122751468
2026-07-14 02:15:00 PM ET,217.505,219.255,217.4,218.915,39620,222.4205769230769,0.6598307890380628,-6.387853296859993,-10552.338353979827
2026-07-14 02:30:00 PM ET,218.99,219.99,218.92,219.76,64139,219.70826923076928,0.3859945641002227,-6.808336790134868,-10502.457951392218
2026-07-14 02:45:00 PM ET,219.77,219.77,218.42,219.265,47914,219.46846153846155,-0.2252457226064819,-6.986602156334248,-10452.382007888456
2026-07-14 03:00:00 PM ET,219.475,221.36,219.265,220.56,105666,219.3092307692308,0.5906095364057284,-7.101951197159814,-10403.285184339189
2026-07-14 03:15:00 PM ET,220.515,221.38,220.005,220.155,76151,219.0967307692308,-0.1836235038084832,-7.256083591631358,-10353.878554146138
2026-07-14 03:30:00 PM ET,220.125,220.125,217.455,217.765,115532,218.78500000000005,-1.085598782675845,-7.470368133637137,-10302.547574446306
2026-07-14 03:45:00 PM ET,217.8,217.85,216.355,217.11,230675,218.37692307692308,-0.3007829541018858,-7.733810030678684,-10250.45860274319
2026-07-15 09:30:00 AM ET,220.965,223.67,220.57,221.36,84459,218.30307692307693,0.122122212673581,-7.822082883686379,-10154.049139729499
2026-07-15 09:45:00 AM ET,221.05,221.46,218.205,219.64,49588,218.34884615384615,-0.7770148174918834,-7.821387462059437,-10104.563288497311
2026-07-15 10:00:00 AM ET,219.78,221.15,219.06,219.17,35865,218.35076923076923,-0.2139865234019322,-7.841293525835703,-10054.386827739516
2026-07-15 10:15:00 AM ET,219.115,219.69,216.28,217.25,70853,218.3196153846154,-0.8760323036911877,-7.888887186907722,-10002.475685598454
2026-07-15 10:30:00 AM ET,217.585,217.77,215.12,215.86,35682,218.2871153846154,-0.6398158803222032,-7.932637828663858,-9949.421606333106
2026-07-15 10:45:00 AM ET,215.76,216.105,215.0,215.705,42655,218.31115384615384,-0.071805800055591,-7.944645808991942,-9896.05479942384
2026-07-15 11:00:00 AM ET,215.685,216.0,214.58,214.775,36083,218.32692307692307,-0.4311443870100406,-7.962575453420778,-9841.897467926412
2026-07-15 11:15:00 AM ET,214.655,215.03,214.24,214.54,26707,218.33307692307696,-0.1094168315679211,-7.987735931831879,-9787.532954943841
2026-07-15 11:30:00 AM ET,214.69,215.38,214.3,215.02,27478,218.3003846153846,0.2237345017246372,-8.043362072357915,-9733.55388109764
2026-07-15 11:45:00 AM ET,215.105,215.64,214.74,214.85,21354,218.13846153846157,-0.0790624127988137,-8.16182635826036,-9679.459255867801
2026-07-15 12:00:00 PM ET,214.94,214.995,214.0,214.01,32779,217.9776923076923,-0.3909704444961637,-8.348229035294294,-9687.3157215744
2026-07-15 12:15:00 PM ET,214.25,215.45,212.645,213.01,43055,217.7730769230769,-0.4672678846782907,-8.559865183575713,-9809.08440186725
2026-07-15 12:30:00 PM ET,213.08,213.88,211.67,212.57,31567,217.54365384615383,-0.2065630721562406,-8.791851776194497,-9830.351203747772
2026-07-15 12:45:00 PM ET,212.61,213.75,212.49,213.175,15559,217.32538461538465,0.28461212776969,-9.015030764492892,-9773.603059950816
2026-07-15 01:00:00 PM ET,213.01,213.73,212.94,213.04,27066,217.04211538461536,-0.0633282514366229,-9.278960123206817,-9715.732889704299
2026-07-15 01:15:00 PM ET,213.07,213.58,212.5,212.99,19275,216.8221153846154,-0.0234697709350251,-9.5034811227361,-9657.838636262783
2026-07-15 01:30:00 PM ET,213.06,213.82,212.835,213.475,20346,216.63615384615383,0.2277102211371451,-9.706517497292152,-9600.909385761865
2026-07-15 01:45:00 PM ET,213.44,213.77,213.0,213.68,20586,216.49,0.09602998009135,-9.884503271612749,-9544.334025217911
2026-07-15 02:00:00 PM ET,213.72,214.1,213.21,213.37,18332,216.2767307692308,-0.1450767502807926,-10.103285982209329,-9486.917991080993
2026-07-15 02:15:00 PM ET,213.445,213.865,212.94,213.73,10524,216.0448076923077,0.1687210010779427,-10.333015806194377,-9429.67500665454
2026-07-15 02:30:00 PM ET,213.64,213.95,212.215,212.255,24795,215.7751923076923,-0.690123052449354,-10.58545540000507,-9427.329290521386
2026-07-15 02:45:00 PM ET,212.255,212.69,211.93,212.6,31706,215.46903846153845,0.1625403406280146,-10.859928244130712,-9368.52550054847
2026-07-15 03:00:00 PM ET,212.67,213.57,212.535,213.56,27567,215.21538461538464,0.4515522107243708,-11.101384100760772,-9310.761799151494
2026-07-15 03:15:00 PM ET,213.56,213.58,212.4,213.215,28584,215.0403846153846,-0.1615471061996665,-11.29356236359525,-9253.143106614989
2026-07-15 03:30:00 PM ET,213.37,213.5,212.06,212.06,40689,214.84615384615384,-0.5417067279506638,-11.496316871552402,-9229.446998596242
2026-07-15 03:45:00 PM ET,212.04,212.12,211.035,211.085,127853,214.4613461538461,-0.4597755352258814,-11.81592217880246,-9344.628266673977
2026-07-16 09:30:00 AM ET,208.23,208.23,204.955,205.305,100213,213.8438461538462,-2.738233413080038,-12.256775423858636,-10330.000266572755
2026-07-16 09:45:00 AM ET,204.97,205.76,204.51,204.76,30589,213.27153846153848,-0.2654587077762449,-12.664129425429763,-10365.984072146046
2026-07-16 10:00:00 AM ET,204.65,206.29,204.55,205.59,39796,212.7492307692308,0.4053526079312419,-13.034536208946232,-10302.769220197024
2026-07-16 10:15:00 AM ET,205.68,207.72,205.57,207.6,38950,212.3780769230769,0.9776740113818684,-13.307707125705363,-10241.974370663334
2026-07-16 10:30:00 AM ET,207.49,208.885,207.145,208.825,28450,212.1075,0.5900770712909509,-13.509722948695329,-10182.74151997925
2026-07-16 10:45:00 AM ET,208.745,209.85,208.61,209.755,47887,211.87865384615387,0.4453489764156604,-13.683945502874325,-10124.349291052862
2026-07-16 11:00:00 AM ET,209.7,211.59,209.61,211.115,42762,211.7378846153846,0.6483754856856816,-13.793838244776804,-10067.642827051677
2026-07-16 11:15:00 AM ET,211.135,213.795,211.135,213.32,26947,211.69096153846152,1.0444544442602233,-13.840838359049556,-10013.089396114383
2026-07-16 11:30:00 AM ET,213.28,213.83,212.37,212.55,28980,211.59596153846152,-0.3609600600037455,-13.929603330411473,-9958.098392047781
2026-07-16 11:45:00 AM ET,212.57,213.185,212.11,213.155,35334,211.53076923076924,0.2846389084921075,-13.987256732139038,-9903.867154232319
2026-07-16 12:00:00 PM ET,213.48,214.2,212.93,213.785,18829,211.5221153846154,0.2955595693274748,-13.995763036973871,-9849.86067010409
2026-07-16 12:15:00 PM ET,213.785,214.48,213.34,214.21,23312,211.5682692307693,0.1987978576607485,-13.961767313166682,-9797.181780590481
2026-07-16 12:30:00 PM ET,214.315,216.71,214.315,216.63,31554,211.72442307692307,1.1297325054852705,-13.841181122984926,-9746.085479310299
2026-07-16 12:45:00 PM ET,216.63,218.02,215.985,217.82,32956,211.90307692307692,0.5493237317084398,-13.66049709581046,-9695.97143129266
2026-07-16 01:00:00 PM ET,217.65,218.095,216.445,217.81,31961,212.08653846153845,-0.0045909466531934,-13.476980939680494,-9645.526379666406
2026-07-16 01:15:00 PM ET,217.735,218.53,217.59,218.135,26646,212.28442307692305,0.1492126165006047,-13.297658666674172,-9597.206265812783
2026-07-16 01:30:00 PM ET,218.13,218.275,217.29,217.615,26205,212.44365384615384,-0.2383844866710949,-13.12401548233517,-9548.919794879606
2026-07-16 01:45:00 PM ET,217.61,217.875,217.455,217.87,18277,212.6048076923077,0.1171794223743694,-12.944738255092194,-9500.509326880601
2026-07-16 02:00:00 PM ET,217.8,219.465,217.62,219.21,23846,212.8294230769231,0.6150456694359097,-12.734417114010924,-9453.506383397498
2026-07-16 02:15:00 PM ET,219.23,219.6,219.07,219.07,26763,213.03480769230768,-0.0638656995575082,-12.515891956531856,-9406.379758761312
2026-07-16 02:30:00 PM ET,219.075,219.62,218.67,219.51,36761,213.31384615384616,0.2008490436846699,-12.267118689259016,-9359.537487768623
2026-07-16 02:45:00 PM ET,219.56,219.585,219.01,219.28,30931,213.57076923076923,-0.104778825566032,-12.032598463518502,-9312.539370045983
2026-07-16 03:00:00 PM ET,219.17,219.44,218.37,218.61,38794,213.765,-0.3055454213790498,-11.836963581170169,-9264.448397549157
2026-07-16 03:15:00 PM ET,218.585,218.7,217.465,217.73,46143,213.93865384615387,-0.4025433420246194,-11.665328260025492,-9216.020898099308
2026-07-16 03:30:00 PM ET,217.61,218.205,217.46,217.9,45316,214.16326923076923,0.0780783539245932,-11.472005661827655,-9168.038589627038
2026-07-16 03:45:00 PM ET,217.985,219.9,217.985,219.145,158481,214.47326923076923,0.5713630105552925,-11.227613494268,-9121.110698914232
2026-07-17 09:30:00 AM ET,215.38,216.98,213.705,214.05,30256,214.80961538461537,-2.3249446713363264,-10.976134633182667,-9069.537296907922
2026-07-17 09:45:00 AM ET,214.055,215.29,213.55,215.12,20150,215.20807692307696,0.4998832048586754,-10.717594969851284,-9019.03350916957
2026-07-17 10:00:00 AM ET,215.305,215.41,213.21,214.22,21933,215.54,-0.4183711416883673,-10.484510967110731,-8967.831052254034
2026-07-17 10:15:00 AM ET,214.6,215.7,214.095,214.17,25729,215.7926923076923,-0.0233404910839341,-10.301992200256338,-8917.335181584533
2026-07-17 10:30:00 AM ET,213.57,214.575,213.45,214.28,9030,216.0025,0.0513610683102294,-10.15004515298287,-8866.448305547345
2026-07-17 10:45:00 AM ET,213.81,214.28,213.37,213.55,11759,216.14846153846156,-0.3406757513533698,-10.03300931122812,-8814.788100429596
