timestamp,open,high,low,close,volume,sma_26,pct_15m,wa
2026-05-22 14:45:00,257.725,258.235,257.09,257.205,23995,252.6563461538462,-0.14946232384797087,
2026-05-22 15:00:00,257.145,258.05,256.455,258.05,11992,253.33903846153845,0.32853171594644515,
2026-05-22 15:15:00,257.85,258.24,256.635,258.03,13381,253.98173076923078,-0.007750435962039504,
2026-05-22 15:30:00,257.87,257.88,256.78,256.99,13901,254.54326923076923,-0.40305390846023803,
2026-05-22 15:45:00,256.9,257.21,255.78,256.155,13285,255.01692307692306,-0.3249153663566817,
2026-05-22 16:00:00,256.07,257.84,256.0,257.265,10445,255.48365384615383,0.43333138139018956,
2026-05-22 16:15:00,257.22,258.16,257.105,257.965,8893,255.97384615384618,0.27209297805763644,
2026-05-22 16:30:00,258.095,258.78,257.57,257.96,19713,256.38807692307694,-0.0019382474366613778,
2026-05-22 16:45:00,258.08,258.1,256.635,256.76,13640,256.6746153846154,-0.4651884013025187,
2026-05-22 17:00:00,256.68,256.68,255.515,256.12,17504,256.85076923076923,-0.2492600093472408,
2026-05-22 17:15:00,255.96,256.91,255.89,256.91,14238,257.08923076923077,0.30844916445416093,
2026-05-22 17:30:00,256.85,256.96,255.49,255.875,17286,257.30134615384617,-0.40286481647270334,
2026-05-22 17:45:00,255.915,256.96,255.68,256.8,11931,257.5348076923077,0.36150464093795964,
2026-05-22 18:00:00,256.75,257.44,256.18,257.33,11739,257.80692307692306,0.2063862928348703,
2026-05-22 18:15:00,257.41,257.905,257.34,257.57,13810,258.0203846153846,0.09326545680643505,
2026-05-22 18:30:00,257.57,258.07,256.605,256.665,13711,258.1575,-0.35136079512364526,
2026-05-22 18:45:00,256.72,256.81,254.5,254.53,21276,257.9644230769231,-0.8318235832700305,
2026-05-22 19:00:00,254.355,254.98,253.99,254.66,18619,257.82442307692304,0.051074529524997025,
2026-05-22 19:15:00,254.52,255.0,254.0,254.04,11182,257.6275,-0.2434618707295999,
2026-05-22 19:30:00,254.02,255.035,253.71,254.77,19208,257.3398076923077,0.287356321839094,
2026-05-22 19:45:00,254.775,254.8,253.485,253.8,44678,256.94480769230773,-0.3807355654119382,
2026-05-26 12:15:00,255.05,255.05,255.05,255.05,289,256.7103846153846,0.49251379038612875,
2026-05-26 13:30:00,254.04,254.04,245.525,250.23,44696,256.3184615384615,-1.889825524406985,
2026-05-26 13:45:00,250.435,251.555,247.93,249.36,20680,256.00538461538457,-0.3476801342764513,
2026-05-26 14:00:00,249.4,249.95,246.84,247.495,12601,255.58365384615382,-0.747914661533533,
2026-05-26 14:15:00,247.7,248.0,246.135,246.495,9339,255.15692307692308,-0.4040485666377047,
2026-05-26 14:30:00,246.69,247.945,246.52,247.945,10703,254.80076923076922,0.5882472261100613,
2026-05-26 14:45:00,247.765,247.87,246.555,247.09,12612,254.3792307692308,-0.3448345399181263,
2026-05-26 15:00:00,247.22,247.96,246.735,247.96,6240,253.9919230769231,0.3520984256748516,
2026-05-26 15:15:00,248.49,248.97,248.2,248.97,5345,253.68346153846153,0.40732376189707153,
2026-05-26 15:30:00,249.01,249.69,248.7,249.69,5548,253.43480769230771,0.28919146885166835,
2026-05-26 15:45:00,249.92,249.95,249.105,249.105,3382,253.12096153846153,-0.23429052024510622,
2026-05-26 16:00:00,249.91,249.91,249.36,249.79,4478,252.80653846153842,0.27498444431062197,
2026-05-26 16:15:00,249.71,251.06,249.71,251.02,4434,252.53961538461542,0.4924136274470525,
2026-05-26 16:30:00,250.96,251.36,250.8,250.84,3386,252.3119230769231,-0.07170743367063137,
2026-05-26 16:45:00,250.76,250.79,250.45,250.455,1889,252.09403846153847,-0.15348429277627362,
2026-05-26 17:00:00,250.81,250.95,250.67,250.94,1217,251.86442307692306,0.19364756143818163,
2026-05-26 17:15:00,251.11,251.28,250.0,250.37,3182,251.6526923076923,-0.2271459312983115,
2026-05-26 17:30:00,250.15,250.15,249.68,249.72,1581,251.38038461538463,-0.2596157686623801,
2026-05-26 17:45:00,249.88,250.01,249.865,250.01,768,251.09884615384618,0.11613006567354756,
2026-05-26 18:00:00,249.95,250.19,249.785,250.08,3890,250.81076923076924,0.027998880044810548,
2026-05-26 18:15:00,250.39,250.44,250.07,250.07,1603,250.55711538461537,-0.003998720409481571,
2026-05-26 18:30:00,250.14,250.83,250.14,250.82,2794,250.4144230769231,0.2999160235134246,
2026-05-26 18:45:00,250.65,250.65,249.715,249.84,2696,250.22903846153847,-0.39071844350530016,
2026-05-26 19:00:00,249.89,250.7,249.89,250.7,3058,250.10057692307694,0.344220300992637,
2026-05-26 19:15:00,250.73,250.73,250.39,250.43,3883,249.93365384615385,-0.10769844435579712,
2026-05-26 19:30:00,250.66,251.59,250.63,251.59,6178,249.84865384615384,0.46320329034061913,
2026-05-26 19:45:00,251.71,253.06,250.83,250.83,24439,249.68634615384616,-0.3020787789657753,
2026-05-27 12:15:00,247.27,247.27,247.27,247.27,236,249.57250000000002,-1.419287963959659,
2026-05-27 13:30:00,251.63,254.34,251.01,253.75,30020,249.74134615384617,2.62061713915962,
2026-05-27 13:45:00,253.75,255.7,252.46,255.59,27823,250.05269230769233,0.7251231527093616,
2026-05-27 14:00:00,255.45,257.41,255.29,256.46,18397,250.4359615384615,0.3403889041042163,
2026-05-27 14:15:00,256.26,257.26,254.64,254.64,11070,250.69346153846152,-0.709662325508853,
2026-05-27 14:30:00,254.8,255.885,254.75,255.665,9109,251.02326923076922,0.40252906063462657,
2026-05-27 14:45:00,255.31,256.21,255.15,255.87,7056,251.3275,0.08018305204076093,
2026-05-27 15:00:00,256.13,256.13,254.21,254.36,17066,251.5348076923077,-0.590143432211665,
2026-05-27 15:15:00,254.51,255.68,254.51,254.905,7616,251.73538461538462,0.21426324893851767,
2026-05-27 15:30:00,255.385,256.46,255.335,255.465,2998,251.98000000000002,0.21968968831524993,
2026-05-27 15:45:00,255.34,255.405,254.46,254.46,2855,252.1596153846154,-0.39340027009570067,
2026-05-27 16:00:00,255.17,255.64,255.01,255.37,3238,252.32692307692307,0.35762005816237785,
2026-05-27 16:15:00,255.4,256.49,255.4,256.38,3911,252.54,0.3955045620080533,
2026-05-27 16:30:00,256.35,256.99,256.21,256.25,19842,252.76288461538462,-0.05070598330603193,
2026-05-27 16:45:00,256.2,256.31,255.92,255.92,3686,252.9544230769231,-0.12878048780488038,
2026-05-27 17:00:00,256.0,256.065,255.43,255.5,3195,253.1517307692308,-0.1641137855579844,
2026-05-27 17:15:00,255.55,255.71,255.275,255.64,2291,253.37942307692308,0.05479452054792944,
2026-05-27 17:30:00,255.69,255.975,255.69,255.75,2893,253.60019230769228,0.043029259896743,
2026-05-27 17:45:00,255.85,256.005,255.39,255.43,2693,253.80596153846153,-0.1251221896383159,
2026-05-27 18:00:00,255.49,255.625,255.19,255.43,2561,254.0121153846154,0.0,
2026-05-27 18:15:00,255.64,255.99,255.64,255.65,1861,254.1978846153846,0.08612927220765787,
2026-05-27 18:30:00,255.53,256.02,255.53,255.95,3508,254.4328846153846,0.11734793663211729,
2026-05-27 18:45:00,255.78,256.3,255.675,255.99,5157,254.63634615384615,0.015628052353977573,
2026-05-27 19:00:00,255.85,256.33,255.85,256.245,2331,254.86,0.09961326614320587,
2026-05-27 19:15:00,256.285,256.285,255.99,256.08,5152,255.03269230769232,-0.06439150032196972,
2026-05-27 19:30:00,256.35,257.155,256.34,257.06,6134,255.2723076923077,0.38269290846610904,
2026-05-27 19:45:00,257.055,257.055,255.15,255.3,38621,255.58115384615382,-0.6846650587411518,
2026-05-28 12:00:00,259.43,259.43,259.35,259.35,200,255.79653846153846,1.5863689776733247,
2026-05-28 12:45:00,261.03,261.63,261.03,261.63,1223,256.02884615384613,0.879120879120876,
2026-05-28 13:00:00,261.2,261.2,260.86,260.91,482,256.20000000000005,-0.2751977984176035,
2026-05-28 13:15:00,260.89,260.89,260.89,260.89,190,256.44038461538463,-0.007665478517515645,
2026-05-28 13:30:00,260.54,263.795,257.24,262.065,29536,256.6865384615385,0.4503813867913653,
2026-05-28 13:45:00,262.47,266.7,261.905,266.27,40678,257.08653846153845,1.6045637532673185,
2026-05-28 14:00:00,266.405,266.47,262.0,266.47,35922,257.5523076923077,0.0751117286964531,
2026-05-28 14:15:00,266.8,268.79,266.15,266.15,34115,257.9848076923077,-0.12008856531694478,
2026-05-28 14:30:00,266.35,267.66,265.1,265.89,11910,258.3857692307692,-0.09768927296637253,
2026-05-28 14:45:00,265.94,266.41,265.03,265.54,7564,258.81192307692305,-0.1316333822257154,
2026-05-28 15:00:00,265.245,265.71,263.95,264.42,11041,259.15999999999997,-0.4217820290728369,
2026-05-28 15:15:00,264.63,265.705,264.23,265.67,12448,259.51730769230767,0.47273277361772337,
2026-05-28 15:30:00,265.73,266.28,265.28,265.73,12847,259.8819230769231,0.0225844092294869,
2026-05-28 15:45:00,265.62,265.92,265.17,265.715,11178,260.25865384615383,-0.00564482745645245,
2026-05-28 16:00:00,265.14,265.14,263.46,263.46,6176,260.5648076923077,-0.8486536326515193,
2026-05-28 16:15:00,263.67,263.685,262.78,262.815,9608,260.84076923076924,-0.24481894784786906,
2026-05-28 16:30:00,262.725,263.15,262.6,263.15,5805,261.12538461538463,0.12746608831306627,
2026-05-28 16:45:00,263.08,263.34,262.59,262.8,4801,261.4088461538462,-0.13300399011969555,
2026-05-28 17:00:00,262.715,262.715,261.885,262.185,5588,261.6686538461538,-0.23401826484018562,
2026-05-28 17:15:00,262.11,262.11,260.055,260.1,11403,261.8398076923077,-0.7952400022884554,
2026-05-28 17:30:00,260.1,262.035,260.095,261.805,9988,262.065,0.6555171088042933,
2026-05-28 17:45:00,261.94,262.61,261.94,262.37,11378,262.31038461538463,0.21580947651878013,
2026-05-28 18:00:00,262.37,262.37,261.21,261.73,8135,262.52134615384614,-0.24393032740023246,
2026-05-28 18:15:00,261.79,261.81,261.24,261.52,7057,262.7305769230769,-0.08023535704735352,
2026-05-28 18:30:00,261.16,261.4,261.08,261.14,7887,262.88750000000005,-0.14530437442642485,
2026-05-28 18:45:00,261.205,261.7,261.145,261.35,6744,263.1201923076923,0.08041663475530925,
2026-05-28 19:00:00,261.34,263.89,261.34,263.84,6776,263.2928846153846,0.9527453606274827,
2026-05-28 19:15:00,263.74,264.375,263.36,263.94,8646,263.3817307692307,0.037901758641600836,
2026-05-28 19:30:00,264.06,264.345,263.73,263.84,12049,263.49442307692306,-0.037887398651215154,
2026-05-28 19:45:00,264.01,264.63,263.66,264.23,74914,263.62288461538463,0.14781685870226546,
2026-05-29 12:00:00,276.4,276.4,276.4,276.4,355,264.17423076923075,4.605835824849547,
2026-05-29 13:30:00,277.87,279.11,273.46,278.15,40823,264.63115384615384,0.6331403762662724,
2026-05-29 13:45:00,277.97,285.5,277.94,285.085,58488,265.3471153846154,2.4932590328959225,
2026-05-29 14:00:00,285.28,287.74,283.04,286.85,89965,266.14326923076925,0.6191135976989504,
2026-05-29 14:15:00,286.99,289.18,285.2,288.5,74082,267.0128846153846,0.5752135262332203,
2026-05-29 14:30:00,288.47,292.05,285.43,285.43,61367,267.7778846153846,-1.0641247833622192,
2026-05-29 14:45:00,285.41,289.45,283.85,288.81,32281,268.71596153846156,1.1841782573660753,
2026-05-29 15:00:00,289.16,291.015,288.275,290.96,17250,269.68865384615384,0.7444340569924712,
2026-05-29 15:15:00,291.17,291.805,289.86,291.58,33234,270.6828846153846,0.21308770965080548,
2026-05-29 15:30:00,291.37,293.57,291.37,292.25,24463,271.7034615384615,0.2297825639618667,
2026-05-29 15:45:00,292.33,292.54,290.53,291.52,17827,272.78269230769234,-0.24978614200171778,
2026-05-29 16:00:00,291.605,291.75,288.44,288.44,14444,273.7682692307692,-1.0565312843029528,
2026-05-29 16:15:00,288.465,288.935,287.42,288.79,6618,274.75442307692305,0.12134239356540455,
2026-05-29 16:30:00,288.96,290.18,288.96,289.28,11052,275.7728846153846,0.16967346514766835,
2026-05-29 16:45:00,289.06,289.22,287.54,287.54,11101,276.74807692307695,-0.6014933628318397,
2026-05-29 17:00:00,287.55,288.07,287.11,287.75,8011,277.8115384615385,0.07303331710371008,
2026-05-29 17:15:00,289.14,291.63,289.14,291.56,11236,278.9559615384615,1.324066029539539,
2026-05-29 17:30:00,291.41,291.81,290.74,290.74,5784,280.0471153846154,-0.28124571271779253,
2026-05-29 17:45:00,290.61,290.61,289.14,289.25,7600,281.1055769230769,-0.5124853821283692,
2026-05-29 18:00:00,289.07,290.39,288.61,290.35,6807,282.2144230769231,0.38029386343994,
2026-05-29 18:15:00,290.37,291.32,290.125,291.32,18649,283.37519230769226,0.33407955915274457,
2026-05-29 18:30:00,291.395,293.61,291.395,293.33,14497,284.6051923076923,0.6899629273650953,
2026-05-29 18:45:00,292.97,294.83,292.94,294.665,14154,285.79076923076923,0.45511880816828665,
2026-05-29 19:00:00,294.715,296.55,294.71,296.37,43102,287.03807692307697,0.5786231822578092,
2026-05-29 19:15:00,296.66,299.715,296.615,299.48,43243,288.4088461538462,1.0493639707122915,
2026-05-29 19:30:00,299.7,300.84,299.08,300.49,45303,289.80346153846153,0.3372512354748114,
2026-05-29 19:45:00,300.56,300.64,295.86,297.97,83270,290.63307692307694,-0.8386302372791032,
2026-06-01 12:00:00,332.33,332.33,326.22,328.37,1285,292.5646153846154,10.202369366043552,
2026-06-01 12:15:00,326.62,326.62,325.65,325.65,311,294.12480769230774,-0.8283338916466265,
2026-06-01 12:30:00,325.21,326.3,325.21,326.3,336,295.64211538461535,0.1996007984031989,
2026-06-01 12:45:00,325.74,331.23,325.74,327.94,579,297.15903846153844,0.5026049647563591,
2026-06-01 13:00:00,323.2,323.2,321.1,321.18,670,298.53403846153844,-2.061352686467033,
2026-06-01 13:15:00,320.91,321.98,320.91,321.89,792,299.80634615384616,0.22105984183322658,
2026-06-01 13:30:00,321.69,322.14,309.96,315.75,178504,300.7598076923077,-1.9074839230793117,
2026-06-01 13:45:00,315.705,316.14,309.17,309.17,54039,301.43634615384616,-2.0839271575613605,
2026-06-01 14:00:00,309.04,313.2,308.6,309.33,50530,302.09326923076924,0.05175146359606142,
2026-06-01 14:15:00,308.95,316.8,308.16,315.96,41144,303.03326923076924,2.143342061875675,
2026-06-01 14:30:00,315.61,321.435,315.59,321.43,49958,304.3021153846154,1.73123180149386,
2026-06-01 14:45:00,321.395,324.66,317.89,318.79,41669,305.45596153846157,-0.8213296829791772,
2026-06-01 15:00:00,318.79,325.59,318.75,324.89,44570,306.82557692307694,1.9134853665422336,
2026-06-01 15:15:00,325.32,325.55,320.01,324.96,58485,308.26480769230767,0.021545753947482815,
2026-06-01 15:30:00,324.895,327.79,323.62,324.255,48192,309.6688461538461,-0.2169497784342611,
2026-06-01 15:45:00,324.46,327.8,324.39,325.84,33961,310.9873076923077,0.4888128170729811,
2026-06-01 16:00:00,325.58,327.12,323.865,326.47,30667,312.3615384615385,0.1933464276945962,
2026-06-01 16:15:00,326.215,327.5,324.455,325.01,23189,313.7369230769231,-0.4472080129874212,
2026-06-01 16:30:00,324.95,325.66,322.58,322.78,20550,314.98423076923075,-0.6861327343774093,
2026-06-01 16:45:00,322.855,327.17,322.65,325.88,27877,316.3134615384615,0.9604064688022884,
2026-06-01 17:00:00,325.875,326.1,321.72,325.67,31541,317.5573076923077,-0.06444089849023671,
2026-06-01 17:15:00,325.66,326.75,324.425,325.3,26484,318.7355769230769,-0.11361193846531892,
2026-06-01 17:30:00,325.53,326.78,324.75,326.055,16849,319.8773076923077,0.23209345219796784,
2026-06-01 17:45:00,326.01,326.21,323.345,323.45,23401,320.7992307692308,-0.7989449632730738,
2026-06-01 18:00:00,323.33,324.78,320.205,320.33,27914,321.56230769230774,-0.9646004019168375,
2026-06-01 18:15:00,320.34,320.39,317.195,317.84,35099,322.32653846153846,-0.7773233852589545,
2026-06-01 18:30:00,317.845,319.03,317.66,318.645,20678,321.9525,0.2532720865844551,
2026-06-01 18:45:00,318.665,320.96,318.51,319.53,18810,321.71711538461534,0.27773854916912644,
2026-06-01 19:00:00,319.44,319.44,315.645,315.925,38457,321.31807692307694,-1.1282195724970911,
2026-06-01 19:15:00,315.81,316.64,315.19,316.02,36787,320.8596153846154,0.030070428107920044,
2026-06-01 19:30:00,316.11,319.33,316.11,318.325,36383,320.7498076923076,0.7293842161888442,
2026-06-01 19:45:00,318.39,320.66,317.17,320.13,59885,320.68211538461543,0.5670305505379725,
2026-06-02 13:30:00,313.35,323.31,310.56,323.235,32249,320.96999999999997,0.9699184706213115,
2026-06-02 13:45:00,323.56,327.34,315.11,316.51,39379,321.2523076923077,-2.080529645613882,
2026-06-02 14:00:00,316.685,323.43,315.5,323.33,26293,321.79076923076923,2.1547502448579836,
2026-06-02 14:15:00,323.43,324.11,317.88,320.055,40589,321.94826923076926,-1.0128970401756643,
2026-06-02 14:30:00,319.98,320.42,317.2,318.725,18512,321.8442307692307,-0.41555357672899973,
2026-06-02 14:45:00,318.74,322.12,318.27,320.545,12837,321.91173076923076,0.5710251784453613,
2026-06-02 15:00:00,320.83,321.23,317.6,321.23,18311,321.77096153846156,0.21369854466610771,
2026-06-02 15:15:00,320.945,324.91,320.79,322.215,16598,321.66538461538465,0.3066338760389531,
2026-06-02 15:30:00,322.16,323.475,321.53,323.44,13930,321.63403846153847,0.38018093508993545,
2026-06-02 15:45:00,323.435,323.735,322.37,322.605,8747,321.50961538461536,-0.2581622557506713,
2026-06-02 16:00:00,322.69,323.47,322.24,322.89,7470,321.37192307692305,0.08834333007856632,
2026-06-02 16:15:00,322.71,323.3,322.15,322.64,7603,321.2807692307692,-0.07742574870699404,
2026-06-02 16:30:00,322.91,323.0,321.35,321.57,8070,321.23423076923075,-0.33163897842796164,
2026-06-02 16:45:00,322.69,323.42,322.48,322.48,7676,321.10346153846154,0.28298659700842776,
2026-06-02 17:00:00,321.965,326.575,321.965,324.855,17218,321.07211538461536,0.73647978169189,
2026-06-02 17:15:00,324.73,325.84,324.73,325.83,6025,321.09250000000003,0.3001339058964714,
2026-06-02 17:30:00,325.94,326.78,324.81,325.16,10808,321.05807692307695,-0.20562870208389317,
2026-06-02 17:45:00,325.6,327.13,325.355,326.33,9273,321.1688461538461,0.3598228564398953,
2026-06-02 18:00:00,326.26,326.48,324.56,325.23,8330,321.3573076923077,-0.33708209481199125,
2026-06-02 18:15:00,325.4,327.86,325.35,327.59,15021,321.7323076923077,0.7256403160839975,
2026-06-02 18:30:00,327.45,329.16,327.4,327.81,7341,322.08480769230766,0.06715711712812489,
2026-06-02 18:45:00,327.725,327.73,326.76,327.31,8426,322.38403846153847,-0.15252737866446875,
2026-06-02 19:00:00,327.45,328.75,327.32,328.585,21786,322.87096153846153,0.3895389691729534,
2026-06-02 19:15:00,328.51,329.855,327.495,329.85,11182,323.4028846153846,0.38498409848291004,
2026-06-02 19:30:00,329.79,330.695,329.43,329.69,23035,323.84000000000003,-0.04850689707444067,
2026-06-02 19:45:00,329.995,332.4,329.45,329.54,69492,324.2019230769231,-0.04549728532863284,
2026-06-03 12:30:00,321.43,321.43,320.48,320.48,260,324.0959615384615,-2.7492868847484364,
2026-06-03 13:30:00,316.43,317.95,306.825,307.595,42487,323.75307692307695,-4.020531702446329,
2026-06-03 13:45:00,307.97,308.79,304.715,306.14,44177,323.09192307692314,-0.473024594027871,
2026-06-03 14:00:00,305.57,310.205,304.9,309.15,44751,322.6725,0.9832102959430378,
2026-06-03 14:15:00,309.245,310.875,308.285,308.84,14444,322.2923076923077,-0.10027494743651832,
2026-06-03 14:30:00,308.75,308.75,307.0,307.22,9699,321.77980769230766,-0.5245434529205895,
2026-06-03 14:45:00,307.43,308.49,306.72,307.745,8986,321.2611538461539,0.17088731202394847,
2026-06-03 15:00:00,307.64,308.315,307.25,307.5,8643,320.6951923076923,-0.07961136655347811,
2026-06-03 15:15:00,307.4,308.26,307.15,307.94,6723,320.09903846153844,0.14308943089431647,
2026-06-03 15:30:00,308.08,308.46,304.49,304.5,11646,319.4026923076923,-1.1171007339092043,
2026-06-03 15:45:00,304.58,304.58,302.59,304.035,20474,318.6775,-0.15270935960590704,
2026-06-03 16:00:00,304.185,305.84,303.985,305.535,5738,318.0196153846154,0.493364250826378,
2026-06-03 16:15:00,305.68,306.38,305.68,305.69,3499,317.4088461538461,0.050730685518840524,
2026-06-03 16:30:00,305.535,305.72,304.57,305.21,7052,316.74461538461543,-0.15702181949034388,
2026-06-03 16:45:00,306.09,306.09,304.69,304.96,7044,315.97942307692307,-0.08191081550408263,
2026-06-03 17:00:00,304.63,305.5,304.63,304.88,3693,315.1736538461538,-0.026232948583415627,
2026-06-03 17:15:00,304.435,307.61,304.435,307.42,6431,314.49134615384617,0.8331146680661261,
2026-06-03 17:30:00,307.05,308.19,306.835,307.955,5848,313.7846153846154,0.17402901567886708,
2026-06-03 17:45:00,308.095,309.52,307.8,308.98,6529,313.1596153846154,0.33284083713531754,
2026-06-03 18:00:00,308.84,309.22,308.42,308.43,3929,312.4226923076923,-0.17800504887047763,
2026-06-03 18:15:00,308.62,308.74,307.74,308.59,5182,311.68346153846153,0.05187562818143032,
2026-06-03 18:30:00,308.58,308.65,307.56,307.92,8825,310.9376923076923,-0.21711656242909827,
2026-06-03 18:45:00,308.05,308.435,307.34,307.865,10076,310.14076923076925,-0.017861782281114458,
2026-06-03 19:00:00,307.91,307.91,307.01,307.555,10716,309.28326923076924,-0.10069348578111148,11.739675615411402
2026-06-03 19:15:00,307.49,307.81,307.0,307.16,13612,308.41673076923075,-0.1284323129196352,11.225427316364831
2026-06-03 19:30:00,307.24,310.18,307.19,309.95,21219,307.6632692307693,0.9083213960150882,10.760183112257296
2026-06-03 19:45:00,310.16,310.16,305.74,305.93,56609,307.10365384615386,-1.2969833844168388,10.379221846596055
2026-06-03 20:00:00,305.65,305.65,305.65,305.65,100,307.02884615384613,-0.09152420488347524,10.209210301989371
2026-06-03 20:45:00,296.85,296.85,296.85,296.85,150,306.6715384615385,-2.8791100932438862,9.916993506271636
