symbol,bar_index,date,from_state,to_state,score
LILA,236,2026-04-28,FAILED_BREAKOUT,NO_BREAKOUT,
LILA,241,2026-05-05,NO_BREAKOUT,BREAKOUT_CONFIRMED,
LILA,242,2026-05-06,BREAKOUT_CONFIRMED,WAITING_FOR_DEPARTURE,
LILA,243,2026-05-07,WAITING_FOR_DEPARTURE,FAILED_BREAKOUT,
LILA,244,2026-05-08,FAILED_BREAKOUT,NO_BREAKOUT,
LILA,253,2026-05-21,NO_BREAKOUT,BREAKOUT_CONFIRMED,
LILA,254,2026-05-22,BREAKOUT_CONFIRMED,WAITING_FOR_DEPARTURE,
LILA,255,2026-05-26,WAITING_FOR_DEPARTURE,FAILED_BREAKOUT,
LILA,256,2026-05-27,FAILED_BREAKOUT,NO_BREAKOUT,
LILA,268,2026-06-12,NO_BREAKOUT,BREAKOUT_CONFIRMED,
LILA,269,2026-06-15,BREAKOUT_CONFIRMED,WAITING_FOR_DEPARTURE,
LILA,270,2026-06-16,WAITING_FOR_DEPARTURE,FAILED_BREAKOUT,
LILA,271,2026-06-17,FAILED_BREAKOUT,NO_BREAKOUT,
LILA,298,2026-07-28,NO_BREAKOUT,BREAKOUT_CONFIRMED,
LILA,299,2026-07-29,BREAKOUT_CONFIRMED,WAITING_FOR_DEPARTURE,
SOLV,94,2025-10-02,NO_BREAKOUT,BREAKOUT_CONFIRMED,
SOLV,95,2025-10-03,BREAKOUT_CONFIRMED,WAITING_FOR_DEPARTURE,
SOLV,96,2025-10-06,WAITING_FOR_DEPARTURE,FAILED_BREAKOUT,
SOLV,97,2025-10-07,FAILED_BREAKOUT,NO_BREAKOUT,
SOLV,124,2025-11-13,NO_BREAKOUT,BREAKOUT_CONFIRMED,
SOLV,125,2025-11-14,BREAKOUT_CONFIRMED,WAITING_FOR_DEPARTURE,
SOLV,127,2025-11-18,WAITING_FOR_DEPARTURE,BREAKOUT_CONFIRMED,
SOLV,128,2025-11-19,BREAKOUT_CONFIRMED,WAITING_FOR_DEPARTURE,
SOLV,135,2025-12-01,WAITING_FOR_DEPARTURE,WAITING_FOR_RETURN,
SOLV,174,2026-01-28,WAITING_FOR_RETURN,ACTIVE_RETEST,
SOLV,175,2026-01-29,ACTIVE_RETEST,POST_ENTRY_ACTIVE,
SOLV,178,2026-02-03,POST_ENTRY_ACTIVE,STOPPED_OUT,
SOLV,179,2026-02-04,STOPPED_OUT,WAITING_FOR_RETURN,
SOLV,183,2026-02-10,WAITING_FOR_RETURN,BREAKOUT_CONFIRMED,
SOLV,184,2026-02-11,BREAKOUT_CONFIRMED,WAITING_FOR_DEPARTURE,
SOLV,185,2026-02-12,WAITING_FOR_DEPARTURE,FAILED_BREAKOUT,
SOLV,186,2026-02-13,FAILED_BREAKOUT,WAITING_FOR_RETURN,
SOLV,188,2026-02-18,WAITING_FOR_RETURN,RECOVERY_FROM_BELOW,
SOLV,189,2026-02-19,RECOVERY_FROM_BELOW,NO_BREAKOUT,
SOLV,193,2026-02-25,NO_BREAKOUT,BREAKOUT_CONFIRMED,
SOLV,195,2026-02-27,BREAKOUT_CONFIRMED,WAITING_FOR_DEPARTURE,
SOLV,196,2026-03-02,WAITING_FOR_DEPARTURE,FAILED_BREAKOUT,
SOLV,197,2026-03-03,FAILED_BREAKOUT,NO_BREAKOUT,
SOLV,235,2026-04-27,NO_BREAKOUT,BREAKOUT_CONFIRMED,
SOLV,236,2026-04-28,BREAKOUT_CONFIRMED,WAITING_FOR_DEPARTURE,
SOLV,237,2026-04-29,WAITING_FOR_DEPARTURE,FAILED_BREAKOUT,
SOLV,238,2026-04-30,FAILED_BREAKOUT,NO_BREAKOUT,
SOLV,242,2026-05-06,NO_BREAKOUT,BREAKOUT_CONFIRMED,
SOLV,243,2026-05-07,BREAKOUT_CONFIRMED,WAITING_FOR_DEPARTURE,
SOLV,250,2026-05-18,WAITING_FOR_DEPARTURE,BREAKOUT_CONFIRMED,
SOLV,251,2026-05-19,BREAKOUT_CONFIRMED,WAITING_FOR_DEPARTURE,
SOLV,258,2026-05-29,WAITING_FOR_DEPARTURE,FAILED_BREAKOUT,
SOLV,259,2026-06-01,FAILED_BREAKOUT,WAITING_FOR_RETURN,
SOLV,261,2026-06-03,WAITING_FOR_RETURN,BREAKOUT_CONFIRMED,
SOLV,263,2026-06-05,BREAKOUT_CONFIRMED,WAITING_FOR_DEPARTURE,
SOLV,264,2026-06-08,WAITING_FOR_DEPARTURE,FAILED_BREAKOUT,
SOLV,265,2026-06-09,FAILED_BREAKOUT,BREAKOUT_CONFIRMED,
SOLV,266,2026-06-10,BREAKOUT_CONFIRMED,WAITING_FOR_DEPARTURE,
SOLV,267,2026-06-11,WAITING_FOR_DEPARTURE,FAILED_BREAKOUT,
SOLV,268,2026-06-12,FAILED_BREAKOUT,WAITING_FOR_DEPARTURE,
SOLV,269,2026-06-15,WAITING_FOR_DEPARTURE,FAILED_BREAKOUT,
SOLV,270,2026-06-16,FAILED_BREAKOUT,WAITING_FOR_RETURN,
SOLV,275,2026-06-24,WAITING_FOR_RETURN,BREAKOUT_CONFIRMED,
SOLV,277,2026-06-26,BREAKOUT_CONFIRMED,WAITING_FOR_DEPARTURE,
SOLV,283,2026-07-07,WAITING_FOR_DEPARTURE,FAILED_BREAKOUT,
SOLV,284,2026-07-08,FAILED_BREAKOUT,ACTIVE_RETEST,
SOLV,285,2026-07-09,ACTIVE_RETEST,POST_ENTRY_ACTIVE,
SOLV,289,2026-07-15,POST_ENTRY_ACTIVE,BREAKOUT_CONFIRMED,
SOLV,290,2026-07-16,BREAKOUT_CONFIRMED,WAITING_FOR_DEPARTURE,
SOLV,297,2026-07-27,WAITING_FOR_DEPARTURE,WAITING_FOR_RETURN,
AAPL,55,2025-08-07,NO_BREAKOUT,BREAKOUT_CONFIRMED,
AAPL,56,2025-08-08,BREAKOUT_CONFIRMED,WAITING_FOR_DEPARTURE,
AAPL,63,2025-08-19,WAITING_FOR_DEPARTURE,WAITING_FOR_RETURN,
AAPL,176,2026-01-30,WAITING_FOR_RETURN,EXPIRED,
AAPL,177,2026-02-02,EXPIRED,NO_BREAKOUT,
AAPL,241,2026-05-05,NO_BREAKOUT,BREAKOUT_CONFIRMED,
AAPL,242,2026-05-06,BREAKOUT_CONFIRMED,WAITING_FOR_DEPARTURE,
AAPL,244,2026-05-08,WAITING_FOR_DEPARTURE,BREAKOUT_CONFIRMED,
AAPL,245,2026-05-11,BREAKOUT_CONFIRMED,WAITING_FOR_DEPARTURE,
AAPL,252,2026-05-20,WAITING_FOR_DEPARTURE,WAITING_FOR_RETURN,
AAPL,265,2026-06-09,WAITING_FOR_RETURN,ACTIVE_RETEST,
AAPL,266,2026-06-10,ACTIVE_RETEST,POST_ENTRY_ACTIVE,
AAPL,276,2026-06-25,POST_ENTRY_ACTIVE,STOPPED_OUT,
AAPL,277,2026-06-26,STOPPED_OUT,BREAKOUT_CONFIRMED,
AAPL,278,2026-06-29,BREAKOUT_CONFIRMED,WAITING_FOR_DEPARTURE,
AAPL,285,2026-07-09,WAITING_FOR_DEPARTURE,WAITING_FOR_RETURN,
MU,58,2025-08-12,NO_BREAKOUT,BREAKOUT_CONFIRMED,
MU,59,2025-08-13,BREAKOUT_CONFIRMED,WAITING_FOR_DEPARTURE,
MU,60,2025-08-14,WAITING_FOR_DEPARTURE,FAILED_BREAKOUT,
MU,61,2025-08-15,FAILED_BREAKOUT,NO_BREAKOUT,
MU,75,2025-09-05,NO_BREAKOUT,BREAKOUT_CONFIRMED,
MU,76,2025-09-08,BREAKOUT_CONFIRMED,WAITING_FOR_DEPARTURE,
MU,83,2025-09-17,WAITING_FOR_DEPARTURE,WAITING_FOR_RETURN,
MU,196,2026-03-02,WAITING_FOR_RETURN,EXPIRED,
MU,197,2026-03-03,EXPIRED,NO_BREAKOUT,
MU,207,2026-03-17,NO_BREAKOUT,BREAKOUT_CONFIRMED,
MU,208,2026-03-18,BREAKOUT_CONFIRMED,WAITING_FOR_DEPARTURE,
MU,209,2026-03-19,WAITING_FOR_DEPARTURE,FAILED_BREAKOUT,
MU,210,2026-03-20,FAILED_BREAKOUT,NO_BREAKOUT,
MU,226,2026-04-14,NO_BREAKOUT,BREAKOUT_CONFIRMED,
