date,next_date,symbol,entry_price,exit_price,shares,pnl,sort_val
2024-08-20,2024-08-21,SHYAMMETL.NS,762.35,763.25,29,26.1,64.1026
2024-08-20,2024-08-21,DMART.NS,5079.2,5099.45,4,81.0,62.9213
2024-08-20,2024-08-21,TATAPOWER.NS,422.3,424.5,53,116.6,61.0
2024-08-20,2024-08-21,LATENTVIEW.NS,501.05,499.1,44,-85.8,58.9744
2024-08-20,2024-08-21,SBILIFE.NS,1761.3,1800.6,12,471.6,55.814
2024-08-21,2024-08-22,ANANDRATHI.NS,938.15,939.53,24,33.0,76.0
2024-08-21,2024-08-22,BANDHANBNK.NS,203.77,205.43,110,182.6,63.5294
2024-08-21,2024-08-22,DEVYANI.NS,175.12,181.39,128,802.56,59.4595
2024-08-21,2024-08-22,FORCEMOT.NS,8542.5,8657.9,2,230.8,58.1818
2024-08-21,2024-08-22,CONCOR.NS,989.2,988.85,22,-7.7,55.6701
2024-08-22,2024-08-23,JYOTICNC.NS,1222.25,1264.1,18,753.3,80.0
2024-08-22,2024-08-23,TBOTEK.NS,1669.25,1726.85,13,748.8,66.6667
2024-08-22,2024-08-23,DOMS.NS,2428.35,2612.1,9,1653.75,66.6667
2024-08-22,2024-08-23,KALYANKJIL.NS,596.4,588.9,38,-285.0,60.0
2024-08-22,2024-08-23,COHANCE.NS,1058.25,1071.15,21,270.9,57.1429
2024-08-23,2024-08-26,NLCINDIA.NS,275.45,273.25,85,-187.0,56.0
2024-08-23,2024-08-26,APARINDS.NS,8950.25,8992.15,2,83.8,50.8197
2024-08-23,2024-08-26,KPIL.NS,1298.25,1307.1,18,159.3,50.495
2024-08-23,2024-08-26,SCI.NS,276.4,274.55,84,-155.4,49.0196
2024-08-23,2024-08-26,PFOCUS.NS,150.41,157.84,155,1151.65,48.8889
2024-08-26,2024-08-27,KEC.NS,854.05,864.1,27,271.35,54.6296
2024-08-26,2024-08-27,HONASA.NS,508.85,511.4,46,117.3,54.5455
2024-08-26,2024-08-27,INOXWIND.NS,225.91,228.07,104,224.64,53.6082
2024-08-26,2024-08-27,PTCIL.NS,14028.0,14729.4,1,701.4,52.6316
2024-08-26,2024-08-27,HINDZINC.NS,528.1,532.35,44,187.0,51.8868
2024-08-27,2024-08-28,ANANDRATHI.NS,933.91,932.25,25,-41.56,73.0769
2024-08-27,2024-08-28,IEX.NS,195.56,203.51,122,969.9,64.557
2024-08-27,2024-08-28,PIIND.NS,4458.55,4509.1,5,252.75,62.5
2024-08-27,2024-08-28,MANKIND.NS,2427.1,2428.55,9,13.05,60.0
2024-08-27,2024-08-28,AARTIIND.NS,640.2,640.75,37,20.35,56.6038
2024-08-28,2024-08-29,LODHA.NS,1251.75,1254.45,19,51.3,75.0
2024-08-28,2024-08-29,ABB.NS,7938.4,7876.5,3,-185.7,53.7549
2024-08-28,2024-08-29,INDIANB.NS,567.95,561.5,42,-270.9,52.4272
2024-08-28,2024-08-29,VTL.NS,510.75,503.0,47,-364.25,47.9167
2024-08-28,2024-08-29,ENGINERSIN.NS,225.55,224.1,107,-155.15,46.789
2024-08-29,2024-08-30,MEDANTA.NS,1123.5,1134.7,21,235.2,66.6667
2024-08-29,2024-08-30,HUDCO.NS,293.65,280.65,81,-1053.0,56.5217
2024-08-29,2024-08-30,IGL.NS,271.67,276.4,88,415.8,55.3571
2024-08-29,2024-08-30,AJANTPHARM.NS,3151.05,3243.55,7,647.5,52.3622
2024-08-29,2024-08-30,SONATSOFTW.NS,656.9,665.75,36,318.6,50.0
2024-08-30,2024-09-02,INDGN.NS,583.3,584.3,41,41.0,100.0
2024-08-30,2024-09-02,TBOTEK.NS,1771.7,1828.3,13,735.8,75.0
2024-08-30,2024-09-02,GRAVITA.NS,2277.15,2220.75,10,-564.0,59.1837
2024-08-30,2024-09-02,PRESTIGE.NS,1813.15,1785.6,13,-358.15,53.3333
2024-08-30,2024-09-02,PFIZER.NS,6065.05,6318.3,3,759.75,52.4752
2024-09-02,2024-09-03,BANDHANBNK.NS,201.61,201.37,120,-28.8,62.7907
2024-09-02,2024-09-03,JIOFIN.NS,344.9,350.2,70,371.0,61.5385
2024-09-02,2024-09-03,DOMS.NS,2658.15,2610.5,9,-428.85,60.0
2024-09-02,2024-09-03,UTIAMC.NS,1192.2,1182.1,20,-202.0,56.8182
2024-09-02,2024-09-03,ADANIPOWER.NS,134.04,131.82,180,-399.6,53.9683
2024-09-03,2024-09-04,MPHASIS.NS,3125.35,3088.7,7,-256.55,59.8214
2024-09-03,2024-09-04,MGL.NS,1832.05,1838.3,13,81.25,58.2524
2024-09-03,2024-09-04,PGEL.NS,541.7,567.45,44,1133.0,56.0748
2024-09-03,2024-09-04,CUMMINSIND.NS,3831.25,3870.05,6,232.8,55.6604
2024-09-03,2024-09-04,DEEPAKNTR.NS,2933.95,2988.7,8,438.0,55.2083
2024-09-04,2024-09-05,HDFCBANK.NS,820.9,822.72,29,52.92,65.5462
2024-09-04,2024-09-05,SHYAMMETL.NS,827.2,830.2,29,87.0,65.0
2024-09-04,2024-09-05,DMART.NS,5100.9,5308.15,4,829.0,63.3333
2024-09-04,2024-09-05,APOLLOTYRE.NS,508.7,512.0,48,158.4,55.5172
2024-09-04,2024-09-05,CEATLTD.NS,2898.0,2891.3,8,-53.6,52.0408
2024-09-05,2024-09-06,FLUOROCHEM.NS,3524.3,3808.9,6,1707.6,61.8182
2024-09-05,2024-09-06,DEVYANI.NS,182.97,183.48,134,68.34,60.5263
2024-09-05,2024-09-06,CRAFTSMAN.NS,6362.45,6251.0,3,-334.35,59.0909
2024-09-05,2024-09-06,NAM-INDIA.NS,707.65,687.2,34,-695.3,56.962
2024-09-05,2024-09-06,PVRINOX.NS,1580.15,1567.1,15,-195.75,53.9216
2024-09-06,2024-09-09,BLUEJET.NS,509.45,522.8,48,640.8,54.5455
2024-09-06,2024-09-09,KPRMILL.NS,865.8,854.35,28,-320.6,46.0784
2024-09-06,2024-09-09,GODFRYPHLP.NS,2401.95,2281.4,10,-1205.5,43.8095
2024-09-06,2024-09-09,MARICO.NS,665.25,676.0,37,397.75,41.6667
2024-09-06,2024-09-09,TATATECH.NS,1112.65,1077.55,22,-772.2,33.3333
2024-09-09,2024-09-10,CLEAN.NS,1536.25,1578.95,15,640.5,60.5263
2024-09-09,2024-09-10,SUPREMEIND.NS,5386.9,5374.35,4,-50.2,60.0
2024-09-09,2024-09-10,BLUESTARCO.NS,1789.3,1799.95,13,138.45,51.6484
2024-09-09,2024-09-10,RITES.NS,336.38,339.45,72,221.4,50.0
2024-09-09,2024-09-10,NAVA.NS,492.65,499.17,49,319.72,49.1071
2024-09-10,2024-09-11,CHOICEIN.NS,459.65,454.15,53,-291.5,67.8571
2024-09-10,2024-09-11,FSL.NS,328.75,319.35,75,-705.0,62.037
2024-09-10,2024-09-11,GVT&D.NS,1703.0,1722.05,14,266.7,61.3636
2024-09-10,2024-09-11,TATAPOWER.NS,445.35,435.65,55,-533.5,60.396
2024-09-10,2024-09-11,POONAWALLA.NS,392.2,394.0,63,113.4,59.8039
2024-09-11,2024-09-12,KPITTECH.NS,1789.35,1838.05,13,633.1,64.7887
2024-09-11,2024-09-12,CYIENT.NS,2079.9,2118.4,11,423.5,62.8866
2024-09-11,2024-09-12,DIXON.NS,12724.3,12852.6,1,128.3,60.2273
2024-09-11,2024-09-12,BAJAJ-AUTO.NS,11420.75,11723.5,2,605.5,60.0746
2024-09-11,2024-09-12,JINDALSTEL.NS,966.9,1004.65,25,943.75,59.1304
2024-09-12,2024-09-13,KAYNES.NS,5165.85,5333.25,4,669.6,72.0
2024-09-12,2024-09-13,SHYAMMETL.NS,844.35,871.2,29,778.65,65.8537
2024-09-12,2024-09-13,CREDITACC.NS,1253.65,1260.95,20,146.0,61.6438
2024-09-12,2024-09-13,MAPMYINDIA.NS,2083.55,2095.95,12,148.8,61.2903
2024-09-12,2024-09-13,SIGNATURE.NS,1478.15,1481.75,16,57.6,60.0
2024-09-13,2024-09-16,LODHA.NS,1230.2,1276.0,20,916.0,75.5102
2024-09-13,2024-09-16,BANDHANBNK.NS,207.1,205.28,122,-222.04,62.069
2024-09-13,2024-09-16,CRAFTSMAN.NS,6332.0,6409.9,4,311.6,60.0
2024-09-13,2024-09-16,MPHASIS.NS,3146.15,3125.75,8,-163.2,59.292
2024-09-13,2024-09-16,LICHSGFIN.NS,723.3,680.75,35,-1489.25,57.6923
2024-09-16,2024-09-17,ANGELONE.NS,258.12,255.78,98,-229.32,64.2857
2024-09-16,2024-09-17,ADANIPOWER.NS,133.19,133.27,190,15.2,54.2105
2024-09-16,2024-09-17,ABB.NS,7765.2,7873.65,3,325.35,53.937
2024-09-16,2024-09-17,UNIONBANK.NS,123.21,124.13,205,188.6,52.8846
2024-09-16,2024-09-17,EXIDEIND.NS,489.95,482.3,51,-390.15,51.5152
2024-09-17,2024-09-18,JYOTICNC.NS,1200.05,1177.2,21,-479.85,72.7273
2024-09-17,2024-09-18,MGL.NS,1909.95,1883.3,13,-346.45,57.6923
2024-09-17,2024-09-18,IGL.NS,274.05,267.75,92,-579.6,54.8673
2024-09-17,2024-09-18,RBLBANK.NS,216.28,211.41,116,-564.92,54.4643
2024-09-17,2024-09-18,SIEMENS.NS,3970.41,3956.55,6,-83.12,54.1284
2024-09-18,2024-09-19,KEC.NS,1017.0,986.15,24,-740.4,54.1284
2024-09-18,2024-09-19,SBIN.NS,792.75,789.95,31,-86.8,52.3364
2024-09-18,2024-09-19,DEEPAKFERT.NS,1018.95,980.9,24,-913.2,52.2523
2024-09-18,2024-09-19,SPLPETRO.NS,885.0,885.75,28,21.0,52.1277
2024-09-18,2024-09-19,OLECTRA.NS,1689.75,1661.3,14,-398.3,51.8868
2024-09-19,2024-09-20,RAINBOW.NS,1386.25,1379.4,17,-116.45,60.0
2024-09-19,2024-09-20,CCL.NS,756.05,757.45,32,44.8,52.1277
2024-09-19,2024-09-20,ICICIGI.NS,2200.0,2234.05,11,374.55,47.7273
2024-09-19,2024-09-20,UBL.NS,2130.5,2089.75,11,-448.25,47.619
2024-09-19,2024-09-20,ASAHIINDIA.NS,708.45,777.55,34,2349.4,44.5255
2024-09-20,2024-09-23,RELIANCE.NS,1485.93,1493.38,16,119.2,63.1148
2024-09-20,2024-09-23,MANKIND.NS,2535.75,2650.25,9,1030.5,62.5
2024-09-20,2024-09-23,ADANIENT.NS,3008.5,3043.95,8,283.6,60.0
2024-09-20,2024-09-23,CEMPRO.NS,562.45,565.95,44,154.0,59.1398
2024-09-20,2024-09-23,COHANCE.NS,1215.3,1249.2,20,678.0,58.0
2024-09-23,2024-09-24,INDGN.NS,689.95,681.75,36,-295.2,83.3333
2024-09-23,2024-09-24,ADANIENSOL.NS,1025.95,1051.15,24,604.8,61.6822
2024-09-23,2024-09-24,WELCORP.NS,690.85,719.65,36,1036.8,59.633
2024-09-23,2024-09-24,ATGL.NS,835.35,812.95,30,-672.0,57.1429
2024-09-23,2024-09-24,TATASTEEL.NS,153.99,160.53,164,1072.56,56.9106
2024-09-24,2024-09-25,DMART.NS,5391.45,5265.5,4,-503.8,62.6374
2024-09-24,2024-09-25,FSL.NS,333.5,342.45,77,689.15,62.3853
2024-09-24,2024-09-25,OFSS.NS,11630.0,11187.9,2,-884.2,59.0476
2024-09-24,2024-09-25,AARTIIND.NS,588.6,586.95,43,-70.95,56.391
2024-09-24,2024-09-25,HINDPETRO.NS,417.15,417.4,61,15.25,56.0345
2024-09-25,2024-09-26,GVT&D.NS,1630.2,1624.55,15,-84.75,60.6742
2024-09-25,2024-09-26,POLYCAB.NS,6685.95,6747.4,3,184.35,59.1549
2024-09-25,2024-09-26,CRAFTSMAN.NS,6604.55,6587.9,3,-49.95,58.6957
2024-09-25,2024-09-26,SYRMA.NS,458.55,451.1,55,-409.75,57.1429
2024-09-25,2024-09-26,INTELLECT.NS,1012.4,1025.1,25,317.5,54.6296
2024-09-26,2024-09-27,AFFLE.NS,1590.1,1597.85,16,124.0,64.7887
2024-09-26,2024-09-27,IOC.NS,171.36,180.01,149,1288.85,57.5221
2024-09-26,2024-09-27,TMPV.NS,993.15,993.0,25,-3.75,52.1008
2024-09-26,2024-09-27,AMBUJACEM.NS,625.15,634.0,40,354.0,51.0274
2024-09-26,2024-09-27,COLPAL.NS,3698.4,3764.05,6,393.9,49.4949
2024-09-27,2024-09-30,TBOTEK.NS,1847.15,1794.3,14,-739.9,60.0
2024-09-27,2024-09-30,NAUKRI.NS,1634.15,1620.14,15,-210.15,56.1404
2024-09-27,2024-09-30,EIDPARRY.NS,843.7,857.75,30,421.5,56.0
2024-09-27,2024-09-30,ARE&M.NS,1392.15,1425.95,18,608.4,55.7143
2024-09-27,2024-09-30,DEEPAKNTR.NS,2896.5,2907.1,8,84.8,55.6701
2024-09-30,2024-10-01,CLEAN.NS,1576.5,1626.9,16,806.4,61.5385
2024-09-30,2024-10-01,IGL.NS,279.27,279.2,93,-6.97,54.386
2024-09-30,2024-10-01,TRIDENT.NS,36.66,36.97,709,219.79,52.6786
2024-09-30,2024-10-01,TEGA.NS,1874.25,1974.45,13,1302.6,51.6129
2024-09-30,2024-10-01,BAYERCROP.NS,6411.8,6600.0,4,752.8,51.2658
2024-10-01,2024-10-03,INDGN.NS,732.7,703.85,36,-1038.6,71.4286
2024-10-01,2024-10-03,EMCURE.NS,1495.5,1467.6,17,-474.3,66.6667
2024-10-01,2024-10-03,ANGELONE.NS,260.01,274.21,102,1448.91,64.9123
2024-10-01,2024-10-03,ADANIENSOL.NS,1040.1,1015.85,25,-606.25,61.1111
2024-10-01,2024-10-03,ANURAS.NS,766.45,753.4,34,-443.7,60.0
2024-10-03,2024-10-04,CEMPRO.NS,643.55,645.05,41,61.5,59.5745
2024-10-03,2024-10-04,JINDALSTEL.NS,1051.05,1021.1,25,-748.75,58.6207
2024-10-03,2024-10-04,AMBER.NS,5163.85,4918.9,5,-1224.75,53.4091
2024-10-03,2024-10-04,SARDAEN.NS,491.95,480.2,53,-622.75,53.125
2024-10-03,2024-10-04,BSE.NS,1317.87,1369.38,20,1030.33,50.5376
2024-10-04,2024-10-07,APTUS.NS,359.5,369.75,72,738.0,47.3684
2024-10-04,2024-10-07,TORNTPHARM.NS,3473.55,3405.1,7,-479.15,46.0784
2024-10-04,2024-10-07,HOMEFIRST.NS,1247.85,1240.0,20,-157.0,38.0
2024-10-07,2024-10-08,KPITTECH.NS,1705.95,1714.0,15,120.75,65.2778
2024-10-07,2024-10-08,SUPREMEIND.NS,5432.8,5437.35,4,18.2,60.4167
2024-10-07,2024-10-08,CGPOWER.NS,759.15,780.4,34,722.5,57.1429
2024-10-07,2024-10-08,INFY.NS,1934.3,1948.55,13,185.25,54.4643
2024-10-07,2024-10-08,NBCC.NS,115.83,115.29,225,-121.5,45.614
2024-10-08,2024-10-09,KAYNES.NS,5253.1,5391.6,5,692.5,73.0769
2024-10-08,2024-10-09,JYOTICNC.NS,1130.35,1119.25,23,-255.3,66.6667
2024-10-08,2024-10-09,DIXON.NS,14519.0,14805.2,1,286.2,60.6742
2024-10-08,2024-10-09,ADANIENSOL.NS,1007.3,983.3,26,-624.0,60.5505
2024-10-08,2024-10-09,ADANIENT.NS,3160.7,3153.75,8,-55.6,59.4059
2024-10-09,2024-10-10,ANANDRATHI.NS,1031.72,1013.64,25,-452.19,70.3704
2024-10-09,2024-10-10,CHOICEIN.NS,472.25,473.7,55,79.75,68.9655
2024-10-09,2024-10-10,MEDANTA.NS,1001.5,1038.05,26,950.3,68.4211
2024-10-09,2024-10-10,SHYAMMETL.NS,930.75,929.1,28,-46.2,64.2857
2024-10-09,2024-10-10,AFFLE.NS,1609.1,1608.05,16,-16.8,63.8889
2024-10-10,2024-10-11,TATAPOWER.NS,465.65,461.15,56,-252.0,59.8039
2024-10-10,2024-10-11,GRAVITA.NS,2442.6,2467.1,10,245.0,59.596
2024-10-10,2024-10-11,RBLBANK.NS,200.7,204.41,131,486.01,54.8673
2024-10-10,2024-10-11,HDFCLIFE.NS,723.65,723.85,36,7.2,53.3333
2024-10-10,2024-10-11,INDUSTOWER.NS,378.9,378.5,69,-27.6,52.7778
2024-10-11,2024-10-14,ANGELONE.NS,270.31,272.3,98,195.51,65.5172
2024-10-11,2024-10-14,CLEAN.NS,1568.55,1587.45,16,302.4,62.5
2024-10-11,2024-10-14,BANDHANBNK.NS,210.26,200.06,126,-1285.2,61.3636
2024-10-11,2024-10-14,PERSISTENT.NS,5469.55,5616.7,4,588.6,56.044
2024-10-11,2024-10-14,NAM-INDIA.NS,700.25,697.1,37,-116.55,54.878
2024-10-14,2024-10-15,INDGN.NS,694.1,695.9,38,68.4,75.0
2024-10-14,2024-10-15,HDFCBANK.NS,844.05,842.05,31,-62.0,65.0
2024-10-14,2024-10-15,TEJASNET.NS,1202.7,1189.95,21,-267.75,63.7363
2024-10-14,2024-10-15,FSL.NS,318.0,336.5,83,1535.5,62.7273
2024-10-14,2024-10-15,WELCORP.NS,711.95,715.5,37,131.35,60.0
2024-10-15,2024-10-16,LODHA.NS,1222.3,1223.1,21,16.8,76.0
2024-10-15,2024-10-16,RAINBOW.NS,1468.95,1451.35,18,-316.8,58.0645
2024-10-15,2024-10-16,IOC.NS,167.93,168.39,159,73.14,57.8947
2024-10-15,2024-10-16,DEEPAKNTR.NS,2932.6,2999.5,9,602.1,56.1224
2024-10-15,2024-10-16,BIKAJI.NS,882.35,909.6,30,817.5,54.1667
2024-10-16,2024-10-17,COHANCE.NS,1234.25,1249.95,21,329.7,58.8235
2024-10-16,2024-10-17,APOLLOTYRE.NS,518.8,504.25,51,-742.05,55.4795
2024-10-16,2024-10-17,CUMMINSIND.NS,3798.4,3692.0,7,-744.8,55.0459
2024-10-16,2024-10-17,GAIL.NS,231.86,222.02,116,-1141.44,54.386
2024-10-16,2024-10-17,UTIAMC.NS,1329.0,1304.5,20,-490.0,54.3478
2024-10-17,2024-10-18,MPHASIS.NS,3080.2,3095.75,8,124.4,59.6491
2024-10-17,2024-10-18,LATENTVIEW.NS,484.7,486.45,54,94.5,58.5366
2024-10-17,2024-10-18,INFY.NS,1968.1,1879.6,13,-1150.5,53.9823
2024-10-17,2024-10-18,CONCORDBIO.NS,2018.9,2018.05,13,-11.05,46.1538
2024-10-17,2024-10-18,IOB.NS,55.97,55.53,471,-207.24,41.9048
2024-10-18,2024-10-21,TEJASNET.NS,1187.7,1318.6,22,2879.8,64.1304
2024-10-18,2024-10-21,HDFCLIFE.NS,742.45,745.85,35,119.0,53.8462
2024-10-18,2024-10-21,NATIONALUM.NS,232.12,230.0,112,-237.44,51.7857
2024-10-18,2024-10-21,ZEEL.NS,132.46,126.21,197,-1231.25,50.4587
2024-10-18,2024-10-21,AXISBANK.NS,1196.85,1190.3,21,-137.55,50.4202
2024-10-21,2024-10-22,BAJAJ-AUTO.NS,10500.5,10368.35,2,-264.3,59.8513
2024-10-21,2024-10-22,CRISIL.NS,4896.6,4879.3,5,-86.5,52.0833
2024-10-21,2024-10-22,BBTC.NS,2800.6,2635.9,9,-1482.3,48.2517
2024-10-21,2024-10-22,TATACHEM.NS,1189.0,1143.3,22,-1005.4,48.0392
2024-10-21,2024-10-22,OBEROIRLTY.NS,1995.55,1950.45,13,-586.3,44.6429
2024-10-22,2024-10-23,CUB.NS,126.38,125.36,203,-207.06,41.8182
2024-10-23,2024-10-24,FSL.NS,350.9,332.95,73,-1310.35,62.1622
2024-10-23,2024-10-24,BLS.NS,380.95,391.9,67,733.65,56.8807
2024-10-23,2024-10-24,PERSISTENT.NS,5718.75,5691.2,4,-110.2,55.4348
2024-10-23,2024-10-24,DEEPAKFERT.NS,1118.75,1125.5,23,155.25,52.6786
2024-10-23,2024-10-24,HINDZINC.NS,523.7,539.5,49,774.2,52.2936
2024-10-24,2024-10-25,ATGL.NS,754.95,724.15,34,-1047.2,56.338
2024-10-24,2024-10-25,BANKBARODA.NS,244.77,239.52,105,-551.25,53.9249
2024-10-24,2024-10-25,ULTRACEMCO.NS,11043.6,10995.2,2,-96.8,53.8462
2024-10-24,2024-10-25,RPOWER.NS,42.36,43.2,608,510.72,53.8462
2024-10-24,2024-10-25,ICICIPRULI.NS,768.0,742.85,33,-829.95,53.125
2024-10-25,2024-10-28,CYIENT.NS,1798.1,1769.1,14,-406.0,62.2449
2024-10-25,2024-10-28,RAINBOW.NS,1420.75,1497.65,17,1307.3,59.375
2024-10-25,2024-10-28,RAMCOCEM.NS,853.05,856.95,29,113.1,53.1915
2024-10-25,2024-10-28,J&KBANK.NS,97.63,97.12,259,-132.09,51.087
2024-10-25,2024-10-28,MAXHEALTH.NS,938.0,968.0,27,810.0,49.0909
2024-10-28,2024-10-29,MEDANTA.NS,1072.7,1072.8,23,2.3,70.0
2024-10-28,2024-10-29,INDGN.NS,690.55,652.6,37,-1404.15,66.6667
2024-10-28,2024-10-29,ANURAS.NS,717.85,723.05,35,182.0,61.1111
2024-10-28,2024-10-29,BANDHANBNK.NS,184.81,179.13,139,-789.52,60.6742
2024-10-28,2024-10-29,POONAWALLA.NS,319.65,339.55,80,1592.0,59.6154
2024-10-29,2024-10-30,LODHA.NS,1187.6,1179.2,21,-176.4,74.5098
2024-10-29,2024-10-30,CHOICEIN.NS,482.85,495.8,53,686.35,70.0
2024-10-29,2024-10-30,SHYAMMETL.NS,835.1,837.7,30,78.0,65.1163
2024-10-29,2024-10-30,IREDA.NS,205.37,210.21,124,600.16,63.6364
2024-10-29,2024-10-30,DIXON.NS,14939.15,14175.6,1,-763.55,60.0
2024-10-30,2024-10-31,JYOTICNC.NS,1043.0,1048.35,24,128.4,69.2308
2024-10-30,2024-10-31,ANGELONE.NS,302.85,305.16,84,194.04,66.1017
2024-10-30,2024-10-31,AFFLE.NS,1509.25,1537.25,17,476.0,64.3836
2024-10-30,2024-10-31,PIIND.NS,4495.55,4488.5,5,-35.25,61.8557
