date,next_date,symbol,entry_price,exit_price,shares,pnl,sort_val
2025-08-06,2025-08-07,ACC.NS,1830.4,1817.8,10,-126.0,1.5873
2025-08-07,2025-08-08,CAPLIPOINT.NS,2058.3,2111.0,9,474.3,6.6698
2025-08-07,2025-08-08,KAJARIACER.NS,1264.2,1308.5,15,664.5,6.2264
2025-08-07,2025-08-08,LUPIN.NS,1944.2,1918.0,10,-262.0,4.9897
2025-08-07,2025-08-08,NCC.NS,222.39,222.17,89,-19.58,3.4757
2025-08-08,2025-08-11,MEDANTA.NS,1423.2,1387.4,14,-501.2,7.2494
2025-08-08,2025-08-11,KPIL.NS,1183.6,1237.8,16,867.2,6.3528
2025-08-08,2025-08-11,GICRE.NS,393.25,399.5,50,312.5,4.1446
2025-08-08,2025-08-11,MAHABANK.NS,55.66,55.48,360,-64.8,3.9014
2025-08-08,2025-08-11,LICI.NS,456.48,453.17,43,-141.9,3.1582
2025-08-11,2025-08-12,DOMS.NS,2503.2,2421.6,8,-652.8,9.4199
2025-08-11,2025-08-12,TARIL.NS,526.15,507.3,38,-716.3,7.1152
2025-08-11,2025-08-12,HOMEFIRST.NS,1282.2,1237.0,15,-678.0,6.6456
2025-08-11,2025-08-12,CEMPRO.NS,768.2,758.95,26,-240.5,5.8637
2025-08-11,2025-08-12,PAYTM.NS,1122.0,1120.0,17,-34.0,5.6099
2025-08-12,2025-08-13,SONATSOFTW.NS,373.6,367.45,52,-319.8,13.298
2025-08-12,2025-08-13,ALKEM.NS,5149.0,5388.5,3,718.5,6.2855
2025-08-12,2025-08-13,SJVN.NS,97.99,93.45,200,-908.0,5.3543
2025-08-12,2025-08-13,JSL.NS,713.15,721.75,27,232.2,5.1379
2025-08-12,2025-08-13,HSCL.NS,469.3,473.7,41,180.4,5.1181
2025-08-13,2025-08-14,NSLNISP.NS,43.02,40.08,457,-1343.58,20.0
2025-08-13,2025-08-14,EIHOTEL.NS,418.45,392.1,46,-1212.1,14.8011
2025-08-13,2025-08-14,GODREJIND.NS,1175.3,1181.4,16,97.6,7.2648
2025-08-13,2025-08-14,GLAXO.NS,2772.6,2769.6,7,-21.0,7.104
2025-08-13,2025-08-14,BDL.NS,1591.0,1577.8,12,-158.4,7.0659
2025-08-14,2025-08-18,MUTHOOTFIN.NS,2757.4,2768.3,6,65.4,9.861
2025-08-14,2025-08-18,CHALET.NS,933.0,960.6,20,552.0,4.1643
2025-08-14,2025-08-18,TATACOMM.NS,1694.9,1673.4,11,-236.5,3.3602
2025-08-14,2025-08-18,BALRAMCHIN.NS,565.4,558.25,33,-235.95,3.1187
2025-08-14,2025-08-18,NAUKRI.NS,1365.4,1353.6,14,-165.2,2.9791
2025-08-18,2025-08-19,SPLPETRO.NS,805.15,829.4,23,557.75,10.0533
2025-08-18,2025-08-19,AMBER.NS,7438.5,7368.5,2,-140.0,7.8825
2025-08-18,2025-08-19,ENDURANCE.NS,2788.4,2882.9,6,567.0,7.1555
2025-08-18,2025-08-19,BIKAJI.NS,772.4,772.45,24,1.2,6.951
2025-08-18,2025-08-19,KEC.NS,831.55,828.05,23,-80.5,6.8075
2025-08-19,2025-08-20,ABDL.NS,527.3,522.4,36,-176.4,6.0966
2025-08-19,2025-08-20,IIFL.NS,471.9,471.5,40,-16.0,5.1002
2025-08-19,2025-08-20,ACE.NS,999.0,999.8,19,15.2,4.4651
2025-08-19,2025-08-20,EXIDEIND.NS,392.8,396.3,49,171.5,4.3848
2025-08-19,2025-08-20,SAMMAANCAP.NS,123.48,121.46,156,-315.12,4.1937
2025-08-20,2025-08-21,GODFRYPHLP.NS,3688.0,3713.0,5,125.0,12.8346
2025-08-20,2025-08-21,INTELLECT.NS,987.7,960.7,19,-513.0,8.9575
2025-08-20,2025-08-21,AEGISLOG.NS,737.4,741.15,26,97.5,5.7204
2025-08-20,2025-08-21,RPOWER.NS,47.71,50.09,403,959.14,4.9956
2025-08-20,2025-08-21,EIHOTEL.NS,401.5,402.3,47,37.6,4.2316
2025-08-21,2025-08-22,NAVA.NS,675.25,671.85,28,-95.2,13.0409
2025-08-21,2025-08-22,IDBI.NS,97.58,95.0,198,-510.84,8.2298
2025-08-21,2025-08-22,MANKIND.NS,2600.1,2606.8,7,46.9,3.7302
2025-08-21,2025-08-22,PVRINOX.NS,1122.55,1131.2,17,147.05,3.2752
2025-08-21,2025-08-22,WELCORP.NS,895.15,889.6,21,-116.55,2.5725
2025-08-22,2025-08-25,NETWEB.NS,2322.4,2371.8,8,395.2,12.4213
2025-08-22,2025-08-25,ZENTEC.NS,1492.6,1539.6,12,564.0,4.9944
2025-08-22,2025-08-25,IPCALAB.NS,1418.4,1399.9,13,-240.5,4.3632
2025-08-22,2025-08-25,CESC.NS,166.81,164.24,115,-295.55,1.2688
2025-08-25,2025-08-26,ECLERX.NS,2119.4,2227.45,9,972.45,8.7569
2025-08-25,2025-08-26,NEWGEN.NS,920.75,895.6,21,-528.15,6.2669
2025-08-25,2025-08-26,JUBLFOOD.NS,647.8,640.8,29,-203.0,4.6273
2025-08-25,2025-08-26,PTCIL.NS,14232.0,13964.0,1,-268.0,3.4002
2025-08-25,2025-08-26,TCS.NS,3140.6,3157.2,6,99.6,2.8356
2025-08-26,2025-08-28,ITC.NS,403.35,400.9,48,-117.6,1.0016
2025-08-28,2025-08-29,VTL.NS,450.2,424.35,43,-1111.55,13.0304
2025-08-28,2025-08-29,ENGINERSIN.NS,200.27,198.34,96,-185.28,2.3457
2025-08-29,2025-09-01,SAMMAANCAP.NS,123.96,125.43,154,226.38,5.0776
2025-08-29,2025-09-01,CGPOWER.NS,694.3,717.2,27,618.3,4.5633
2025-08-29,2025-09-01,CREDITACC.NS,1399.9,1403.2,13,42.9,4.2368
2025-08-29,2025-09-01,RBLBANK.NS,261.05,264.9,73,281.05,4.0662
2025-08-29,2025-09-01,GVT&D.NS,2779.2,2796.5,6,103.8,3.5547
2025-09-01,2025-09-02,ABFRL.NS,83.35,83.32,232,-6.96,7.7569
2025-09-01,2025-09-02,GMDCLTD.NS,431.4,440.05,44,380.6,6.8218
2025-09-01,2025-09-02,GABRIEL.NS,1229.4,1265.0,15,534.0,6.6817
2025-09-01,2025-09-02,ECLERX.NS,2248.4,2267.25,8,150.8,6.5264
2025-09-01,2025-09-02,TIINDIA.NS,3140.9,3047.5,6,-560.4,6.0542
2025-09-02,2025-09-03,ITI.NS,301.9,315.25,64,854.4,6.1533
2025-09-02,2025-09-03,TTML.NS,58.75,57.95,331,-264.8,4.9857
2025-09-02,2025-09-03,CANFINHOME.NS,755.15,764.65,25,237.5,4.8965
2025-09-02,2025-09-03,BEML.NS,2038.75,2051.75,9,117.0,4.7258
2025-09-02,2025-09-03,BALRAMCHIN.NS,566.85,559.55,34,-248.2,4.6524
2025-09-03,2025-09-04,TBOTEK.NS,1591.0,1524.6,12,-796.8,15.0814
2025-09-03,2025-09-04,NETWEB.NS,2526.9,2652.1,7,876.4,11.4842
2025-09-03,2025-09-04,NSLNISP.NS,43.0,41.77,455,-559.65,9.61
2025-09-03,2025-09-04,PPLPHARMA.NS,201.16,198.98,97,-211.46,7.7393
2025-09-03,2025-09-04,JINDALSTEL.NS,1028.35,1031.85,19,66.5,5.4556
2025-09-04,2025-09-05,BAJFINANCE.NS,934.75,937.6,20,57.0,4.2899
2025-09-04,2025-09-05,GILLETTE.NS,10548.0,10461.0,1,-87.0,4.1469
2025-09-04,2025-09-05,JUBLFOOD.NS,654.2,656.0,29,52.2,3.048
2025-09-04,2025-09-05,ICICIGI.NS,1871.5,1840.4,10,-311.0,2.7168
2025-09-04,2025-09-05,THERMAX.NS,3341.9,3292.7,5,-246.0,2.5123
2025-09-05,2025-09-08,PFOCUS.NS,158.37,174.2,122,1931.26,9.9944
2025-09-05,2025-09-08,IDEA.NS,7.23,7.29,2678,160.68,9.3797
2025-09-05,2025-09-08,GODFRYPHLP.NS,3691.0,3552.33,5,-693.33,5.9313
2025-09-05,2025-09-08,SCHNEIDER.NS,890.1,874.85,21,-320.25,4.8348
2025-09-05,2025-09-08,BSE.NS,2319.6,2346.2,8,212.8,4.51
2025-09-08,2025-09-09,BHARATFORG.NS,1202.8,1181.7,16,-337.6,5.8151
2025-09-08,2025-09-09,JPPOWER.NS,20.02,19.25,980,-754.6,4.9817
2025-09-08,2025-09-09,EXIDEIND.NS,427.35,426.75,45,-27.0,3.5373
2025-09-08,2025-09-09,AARTIIND.NS,389.45,388.0,50,-72.5,3.4258
2025-09-08,2025-09-09,MINDACORP.NS,520.6,515.25,37,-197.95,3.2936
2025-09-09,2025-09-10,FLUOROCHEM.NS,3638.3,3745.8,5,537.5,8.0095
2025-09-09,2025-09-10,CEMPRO.NS,783.95,795.85,24,285.6,6.486
2025-09-09,2025-09-10,INTELLECT.NS,959.8,1015.65,20,1117.0,6.3608
2025-09-09,2025-09-10,INFY.NS,1504.3,1532.6,12,339.6,4.9829
2025-09-09,2025-09-10,ASAHIINDIA.NS,875.7,859.1,22,-365.2,4.9685
2025-09-10,2025-09-11,OFSS.NS,9264.5,9137.5,2,-254.0,10.1212
2025-09-10,2025-09-11,VTL.NS,442.95,435.35,44,-334.4,8.1157
2025-09-10,2025-09-11,APARINDS.NS,8493.0,8471.5,2,-43.0,6.8369
2025-09-10,2025-09-11,ZENSARTECH.NS,825.3,818.4,23,-158.7,6.1001
2025-09-10,2025-09-11,PERSISTENT.NS,5419.0,5407.5,3,-34.5,5.6129
2025-09-11,2025-09-12,AUROPHARMA.NS,1109.2,1094.4,17,-251.6,5.6079
2025-09-11,2025-09-12,JWL.NS,333.45,336.3,58,165.3,4.4643
2025-09-11,2025-09-12,ABDL.NS,529.15,545.7,36,595.8,4.0917
2025-09-11,2025-09-12,SWANCORP.NS,472.65,466.9,41,-235.75,3.9705
2025-09-11,2025-09-12,CHOICEIN.NS,816.1,817.45,23,31.05,3.7437
2025-09-12,2025-09-15,GRSE.NS,2581.9,2491.6,7,-632.1,9.579
2025-09-12,2025-09-15,BEML.NS,2210.2,2192.2,8,-144.0,9.108
2025-09-12,2025-09-15,COCHINSHIP.NS,1745.7,1807.8,11,683.1,5.7231
2025-09-12,2025-09-15,BLUEJET.NS,716.95,713.85,27,-83.7,4.9938
2025-09-12,2025-09-15,SUPREMEIND.NS,4532.7,4496.0,4,-146.8,4.121
2025-09-15,2025-09-16,GPIL.NS,270.13,262.35,72,-560.16,10.6773
2025-09-15,2025-09-16,SARDAEN.NS,626.15,617.7,31,-261.95,6.1451
2025-09-15,2025-09-16,AIIL.NS,655.38,656.92,29,44.66,4.533
2025-09-15,2025-09-16,ABREL.NS,1866.2,1922.2,10,560.0,3.8451
2025-09-15,2025-09-16,KPRMILL.NS,1047.0,1090.65,18,785.7,3.5711
2025-09-16,2025-09-17,GODFRYPHLP.NS,3644.0,3571.0,5,-365.0,6.8726
2025-09-16,2025-09-17,USHAMART.NS,407.1,402.15,48,-237.6,5.289
2025-09-16,2025-09-17,KIRLOSENG.NS,931.2,950.2,21,399.0,4.7057
2025-09-16,2025-09-17,CANFINHOME.NS,777.1,780.25,25,78.75,3.2966
2025-09-16,2025-09-17,CEATLTD.NS,3445.9,3430.1,5,-79.0,3.0164
2025-09-17,2025-09-18,DCMSHRIRAM.NS,1379.7,1313.9,14,-921.2,12.5918
2025-09-17,2025-09-18,ELGIEQUIP.NS,494.45,505.85,39,444.6,5.8326
2025-09-17,2025-09-18,KALYANKJIL.NS,522.8,515.0,37,-288.6,2.8021
2025-09-17,2025-09-18,CREDITACC.NS,1360.2,1388.7,14,399.0,2.7652
2025-09-17,2025-09-18,COROMANDEL.NS,2327.4,2304.7,8,-181.6,2.7277
2025-09-18,2025-09-19,BIOCON.NS,368.4,369.2,52,41.6,3.965
2025-09-18,2025-09-19,POLYMED.NS,2065.4,1996.2,9,-622.8,3.4459
2025-09-18,2025-09-19,NATCOPHARM.NS,884.3,884.25,22,-1.1,3.1554
2025-09-18,2025-09-19,ETERNAL.NS,337.85,336.55,57,-74.1,2.9246
2025-09-18,2025-09-19,BANDHANBNK.NS,166.91,167.08,116,19.72,1.6009
2025-09-19,2025-09-22,ADANIPOWER.NS,141.88,170.25,136,3858.32,12.3624
2025-09-19,2025-09-22,NETWEB.NS,3279.4,3535.4,5,1280.0,7.9567
2025-09-19,2025-09-22,IPCALAB.NS,1441.0,1399.3,13,-542.1,7.4731
2025-09-19,2025-09-22,SUMICHEM.NS,601.8,582.2,32,-627.2,6.5982
2025-09-19,2025-09-22,CARTRADE.NS,2540.6,2389.2,7,-1059.8,6.0528
2025-09-22,2025-09-23,AWL.NS,271.1,260.1,73,-803.0,5.5069
2025-09-22,2025-09-23,ZEEL.NS,119.91,118.14,166,-293.82,2.9712
2025-09-22,2025-09-23,SBFC.NS,109.33,111.66,182,424.06,1.7591
2025-09-22,2025-09-23,OIL.NS,409.25,404.55,48,-225.6,1.287
2025-09-22,2025-09-23,ICICIPRULI.NS,609.5,600.85,32,-276.8,1.1534
2025-09-23,2025-09-24,NLCINDIA.NS,276.09,280.35,71,302.46,4.4806
2025-09-23,2025-09-24,ASAHIINDIA.NS,916.25,913.5,21,-57.75,3.5135
2025-09-23,2025-09-24,INDUSINDBK.NS,755.25,740.75,26,-377.0,2.8531
2025-09-23,2025-09-24,CEMPRO.NS,822.25,798.55,24,-568.8,2.6017
2025-09-23,2025-09-24,MFSL.NS,1584.5,1584.9,12,4.8,1.7858
2025-09-24,2025-09-25,SYRMA.NS,858.4,835.3,22,-508.2,4.9517
2025-09-24,2025-09-25,SCI.NS,232.48,232.89,84,34.44,4.0924
2025-09-24,2025-09-25,CCL.NS,919.3,898.2,21,-443.1,2.1615
2025-09-24,2025-09-25,ANURAS.NS,1110.4,1104.8,17,-95.2,1.5734
2025-09-24,2025-09-25,STARHEALTH.NS,456.3,455.9,42,-16.8,1.2088
2025-09-25,2025-09-26,NEWGEN.NS,909.45,888.6,21,-437.85,3.8778
2025-09-25,2025-09-26,HINDZINC.NS,466.75,449.1,41,-723.65,3.0581
2025-09-25,2025-09-26,POLYMED.NS,2031.8,1959.5,9,-650.7,2.4558
2025-09-25,2025-09-26,RBLBANK.NS,275.45,272.35,70,-217.0,1.8864
2025-09-25,2025-09-26,GODREJIND.NS,1212.5,1195.0,15,-262.5,1.8052
2025-09-29,2025-09-30,WOCKPHARMA.NS,1564.4,1516.0,12,-580.8,17.052
2025-09-29,2025-09-30,SAMMAANCAP.NS,154.27,160.86,122,803.98,11.9359
2025-09-29,2025-09-30,REDINGTON.NS,291.24,283.43,65,-507.65,9.9724
2025-09-29,2025-09-30,GODFRYPHLP.NS,3512.0,3384.0,5,-640.0,6.9753
2025-09-29,2025-09-30,CHOLAHLDNG.NS,1937.3,1885.0,9,-470.7,5.3109
2025-09-30,2025-10-01,NATIONALUM.NS,213.87,214.5,87,54.81,4.8845
2025-09-30,2025-10-01,KEC.NS,872.95,853.7,21,-404.25,4.8778
2025-09-30,2025-10-01,J&KBANK.NS,105.03,104.15,177,-155.76,4.5491
2025-09-30,2025-10-01,FIVESTAR.NS,536.6,536.0,34,-20.4,4.0326
2025-09-30,2025-10-01,BANKINDIA.NS,123.41,124.63,151,184.22,3.9067
2025-10-01,2025-10-03,SUNTV.NS,602.9,577.8,30,-753.0,15.1781
2025-10-01,2025-10-03,AIAENG.NS,3247.8,3224.3,5,-117.5,6.3702
2025-10-01,2025-10-03,TMPV.NS,718.35,716.1,25,-56.25,5.6086
2025-10-01,2025-10-03,ESCORTS.NS,3637.7,3569.5,5,-341.0,5.5446
2025-10-01,2025-10-03,NSLNISP.NS,47.32,47.2,392,-47.04,5.4837
2025-10-03,2025-10-06,DATAPATTNS.NS,2835.3,2841.7,6,38.4,7.7692
2025-10-03,2025-10-06,EIHOTEL.NS,393.25,382.2,46,-508.3,7.5482
2025-10-03,2025-10-06,MMTC.NS,69.63,70.05,263,110.46,6.4516
2025-10-03,2025-10-06,LLOYDSME.NS,1312.3,1311.6,13,-9.1,6.1817
2025-10-03,2025-10-06,GESHIP.NS,1054.15,1061.55,17,125.8,5.9873
2025-10-06,2025-10-07,MAXHEALTH.NS,1139.7,1130.7,16,-144.0,6.5937
2025-10-06,2025-10-07,BSE.NS,2217.9,2231.2,8,106.4,5.9473
2025-10-06,2025-10-07,DELHIVERY.NS,462.6,468.95,39,247.65,5.7855
2025-10-06,2025-10-07,KIMS.NS,722.2,706.45,25,-393.75,4.6136
2025-10-06,2025-10-07,CHOLAFIN.NS,1634.1,1631.6,11,-27.5,4.0232
2025-10-07,2025-10-08,RHIM.NS,487.8,458.3,37,-1091.5,10.851
2025-10-07,2025-10-08,BLS.NS,351.4,347.15,51,-216.75,6.083
2025-10-07,2025-10-08,BHARTIHEXA.NS,1766.3,1740.4,10,-259.0,5.8869
2025-10-07,2025-10-08,IRCON.NS,182.6,179.09,99,-347.49,5.8428
2025-10-07,2025-10-08,DOMS.NS,2610.1,2598.5,6,-69.6,4.992
2025-10-08,2025-10-09,SONATSOFTW.NS,370.7,374.9,48,201.6,5.1333
2025-10-08,2025-10-09,INDIAMART.NS,2437.6,2412.2,7,-177.8,3.878
2025-10-08,2025-10-09,PCBL.NS,388.15,388.1,45,-2.25,2.5224
2025-10-08,2025-10-09,CIEINDIA.NS,418.15,415.6,42,-107.1,1.7892
2025-10-08,2025-10-09,APOLLOTYRE.NS,486.9,484.85,36,-73.8,1.7555
2025-10-09,2025-10-10,USHAMART.NS,481.6,469.65,36,-430.2,7.9579
2025-10-09,2025-10-10,PGEL.NS,553.15,585.95,32,1049.6,7.4704
2025-10-09,2025-10-10,GMDCLTD.NS,630.3,606.55,28,-665.0,7.3216
2025-10-09,2025-10-10,SONACOMS.NS,429.45,432.8,41,137.35,5.9716
2025-10-09,2025-10-10,GRAVITA.NS,1619.7,1642.4,10,227.0,4.598
2025-10-10,2025-10-13,RPOWER.NS,48.58,46.22,367,-866.12,9.2913
2025-10-10,2025-10-13,REDINGTON.NS,290.1,279.4,61,-652.7,8.0045
2025-10-10,2025-10-13,J&KBANK.NS,107.51,106.23,166,-212.48,4.4091
2025-10-10,2025-10-13,ASAHIINDIA.NS,899.95,899.15,19,-15.2,3.9804
2025-10-10,2025-10-13,BANDHANBNK.NS,169.32,168.48,105,-88.2,3.6865
2025-10-13,2025-10-14,TATAINVEST.NS,992.2,1035.0,17,727.6,6.7456
2025-10-13,2025-10-14,KFINTECH.NS,1143.8,1111.2,15,-489.0,6.648
2025-10-13,2025-10-14,UTIAMC.NS,1371.7,1367.6,12,-49.2,4.5902
2025-10-13,2025-10-14,LALPATHLAB.NS,1611.65,1588.1,10,-235.5,4.0849
2025-10-13,2025-10-14,SCI.NS,230.16,231.52,76,103.36,3.615
2025-10-14,2025-10-15,FORCEMOT.NS,16616.0,16609.0,1,-7.0,2.9875
2025-10-14,2025-10-15,IREDA.NS,154.52,154.89,113,41.81,2.9653
2025-10-14,2025-10-15,LTFOODS.NS,407.4,412.8,42,226.8,1.7737
2025-10-14,2025-10-15,BBTC.NS,1911.2,1908.0,9,-28.8,1.1324
2025-10-14,2025-10-15,KIMS.NS,715.7,727.45,24,282.0,0.2662
2025-10-15,2025-10-16,ICICIGI.NS,2020.3,2010.1,8,-81.6,8.9228
2025-10-15,2025-10-16,MAHABANK.NS,59.3,57.63,297,-495.99,7.603
2025-10-15,2025-10-16,MSUMI.NS,46.41,46.26,379,-56.85,5.3575
2025-10-15,2025-10-16,SOBHA.NS,1506.9,1546.5,11,435.6,4.704
2025-10-15,2025-10-16,NEWGEN.NS,887.0,877.55,19,-179.55,4.3959
2025-10-16,2025-10-17,BLS.NS,324.5,326.8,54,124.2,16.4961
2025-10-16,2025-10-17,CRAFTSMAN.NS,6800.5,6739.5,2,-122.0,5.8608
2025-10-16,2025-10-17,OBEROIRLTY.NS,1687.1,1700.5,10,134.0,5.3516
2025-10-16,2025-10-17,CYIENT.NS,1180.6,1170.7,14,-138.6,4.9422
2025-10-16,2025-10-17,WHIRLPOOL.NS,1237.8,1384.4,14,2052.4,4.6323
2025-10-17,2025-10-20,SBFC.NS,112.83,111.15,159,-267.12,4.5594
2025-10-17,2025-10-20,RADICO.NS,3108.5,3254.7,5,731.0,3.6893
2025-10-17,2025-10-20,GPIL.NS,249.6,252.34,71,194.54,2.7795
2025-10-17,2025-10-20,RAINBOW.NS,1348.8,1340.7,13,-105.3,2.4146
2025-10-17,2025-10-20,EMAMILTD.NS,551.5,541.45,32,-321.6,2.3286
2025-10-20,2025-10-21,MRPL.NS,151.53,150.46,118,-126.26,7.5673
2025-10-20,2025-10-21,CHENNPETRO.NS,775.85,779.3,23,79.35,7.2208
2025-10-20,2025-10-21,IDFCFIRSTB.NS,76.93,76.77,233,-37.28,7.0256
2025-10-20,2025-10-21,KARURVYSYA.NS,241.31,244.84,74,261.22,6.1216
2025-10-20,2025-10-21,BANKINDIA.NS,129.77,130.26,138,67.62,5.4098
2025-10-21,2025-10-23,JUBLPHARMA.NS,1143.7,1127.1,15,-249.0,4.3236
2025-10-21,2025-10-23,SPLPETRO.NS,802.95,802.6,22,-7.7,4.1913
2025-10-21,2025-10-23,ZYDUSWELL.NS,488.7,491.0,36,82.8,4.1338
2025-10-21,2025-10-23,SARDAEN.NS,545.45,535.05,33,-343.2,3.6485
2025-10-21,2025-10-23,BSOFT.NS,351.05,378.1,51,1379.55,3.5698
2025-10-23,2025-10-24,SCI.NS,250.0,274.34,72,1752.48,7.9261
2025-10-23,2025-10-24,NAUKRI.NS,1379.8,1377.8,13,-26.0,4.7684
2025-10-23,2025-10-24,WELSPUNLIV.NS,127.92,128.2,142,39.76,4.3989
2025-10-23,2025-10-24,INFY.NS,1528.5,1525.4,11,-34.1,3.8101
2025-10-23,2025-10-24,IGL.NS,214.76,211.16,84,-302.4,3.5387
2025-10-24,2025-10-27,GRAVITA.NS,1679.8,1681.3,11,16.5,5.1979
2025-10-24,2025-10-27,PFOCUS.NS,178.49,180.1,103,165.83,3.7672
2025-10-24,2025-10-27,ELGIEQUIP.NS,487.65,490.3,37,98.05,3.6561
2025-10-24,2025-10-27,INTELLECT.NS,997.95,1044.75,18,842.4,3.5755
2025-10-24,2025-10-27,APTUS.NS,319.6,313.7,57,-336.3,3.1134
2025-10-27,2025-10-28,FSL.NS,352.65,343.7,52,-465.4,8.0588
2025-10-27,2025-10-28,SWANCORP.NS,449.9,472.35,41,920.45,4.0231
2025-10-27,2025-10-28,BPCL.NS,343.0,340.65,54,-126.9,3.7978
2025-10-27,2025-10-28,POLICYBZR.NS,1749.4,1775.0,10,256.0,3.7789
2025-10-27,2025-10-28,COROMANDEL.NS,2244.8,2241.0,8,-30.4,3.777
2025-10-28,2025-10-29,CHENNPETRO.NS,843.2,809.7,22,-737.0,9.5278
2025-10-28,2025-10-29,NETWEB.NS,4206.8,3924.2,4,-1130.4,7.9497
2025-10-28,2025-10-29,SYRMA.NS,802.25,816.95,23,338.1,6.2653
2025-10-28,2025-10-29,GRAPHITE.NS,590.3,630.55,31,1247.75,4.9329
2025-10-28,2025-10-29,OLECTRA.NS,1495.3,1526.0,12,368.4,4.7276
2025-10-29,2025-10-30,BLUEDART.NS,6572.0,6694.0,2,244.0,18.6817
2025-10-29,2025-10-30,ADANIGREEN.NS,1112.6,1140.1,16,440.0,10.7947
2025-10-29,2025-10-30,VBL.NS,495.45,485.25,37,-377.4,9.0939
2025-10-29,2025-10-30,SAIL.NS,140.55,137.05,133,-465.5,6.3484
2025-10-29,2025-10-30,RPOWER.NS,46.3,46.55,405,101.25,5.9982
2025-10-30,2025-10-31,NEULANDLAB.NS,16158.0,16473.0,1,315.0,4.8812
2025-10-30,2025-10-31,CREDITACC.NS,1472.0,1423.6,12,-580.8,4.8657
2025-10-30,2025-10-31,SAPPHIRE.NS,301.4,286.05,62,-951.7,3.414
2025-10-30,2025-10-31,OIL.NS,434.75,433.35,43,-60.2,3.3888
2025-10-30,2025-10-31,BEML.NS,2217.85,2199.9,8,-143.6,2.8568
2025-10-31,2025-11-03,NAVINFLUOR.NS,5687.4,5905.5,3,654.3,14.2783
2025-10-31,2025-11-03,IDBI.NS,103.8,101.51,178,-407.62,6.0266
2025-10-31,2025-11-03,LATENTVIEW.NS,448.35,474.9,41,1088.55,5.9428
2025-10-31,2025-11-03,BEL.NS,426.1,422.3,43,-163.4,3.9522
2025-10-31,2025-11-03,AUROPHARMA.NS,1138.9,1158.6,16,315.2,3.3016
2025-11-03,2025-11-04,WOCKPHARMA.NS,1413.8,1365.3,13,-630.5,10.3238
2025-11-03,2025-11-04,IDEA.NS,9.54,9.41,1969,-255.97,9.2784
2025-11-03,2025-11-04,GALLANTT.NS,558.0,559.3,33,42.9,6.4885
2025-11-03,2025-11-04,JUBLPHARMA.NS,1169.8,1181.2,16,182.4,6.2489
2025-11-03,2025-11-04,CEMPRO.NS,858.5,862.7,21,88.2,5.955
2025-11-04,2025-11-06,CUB.NS,193.99,191.16,96,-271.44,9.5789
2025-11-04,2025-11-06,JYOTICNC.NS,940.2,895.5,19,-849.3,7.2431
2025-11-04,2025-11-06,TBOTEK.NS,1589.0,1578.6,11,-114.4,6.174
2025-11-04,2025-11-06,SCHNEIDER.NS,889.95,876.0,20,-279.0,3.1647
2025-11-04,2025-11-06,BALKRISIND.NS,2364.3,2340.8,7,-164.5,2.9344
2025-11-06,2025-11-07,REDINGTON.NS,289.95,292.0,63,129.15,15.8641
2025-11-06,2025-11-07,BAJAJHLDNG.NS,13139.0,12580.0,1,-559.0,8.6676
2025-11-06,2025-11-07,ASIANPAINT.NS,2602.9,2613.8,7,76.3,4.6729
2025-11-06,2025-11-07,PAYTM.NS,1320.6,1346.5,13,336.7,4.1483
2025-11-06,2025-11-07,BRITANNIA.NS,6013.5,6157.5,3,432.0,2.0535
2025-11-07,2025-11-10,LTF.NS,303.6,300.9,60,-162.0,10.3198
2025-11-07,2025-11-10,SWANCORP.NS,468.9,473.8,39,191.1,7.6323
2025-11-07,2025-11-10,PARADEEP.NS,173.95,167.35,105,-693.0,6.1901
2025-11-07,2025-11-10,KFINTECH.NS,1111.0,1081.6,16,-470.4,4.6041
2025-11-07,2025-11-10,RADICO.NS,3310.9,3259.6,5,-256.5,3.9235
2025-11-10,2025-11-11,GALLANTT.NS,656.3,670.4,27,380.7,18.7121
2025-11-10,2025-11-11,HBLENGINE.NS,1098.8,994.2,16,-1673.6,12.2141
2025-11-10,2025-11-11,NATIONALUM.NS,257.36,265.66,70,581.0,9.6409
2025-11-10,2025-11-11,TORNTPHARM.NS,3817.5,3825.8,4,33.2,6.6341
2025-11-10,2025-11-11,BALRAMCHIN.NS,461.2,454.2,39,-273.0,6.6235
2025-11-11,2025-11-12,POLYMED.NS,2063.4,2025.3,8,-304.8,10.7985
2025-11-11,2025-11-12,LATENTVIEW.NS,485.45,482.8,36,-95.4,6.5752
2025-11-11,2025-11-12,HINDCOPPER.NS,359.7,339.7,49,-980.0,6.4359
2025-11-11,2025-11-12,KEC.NS,768.05,797.7,23,681.95,6.3413
2025-11-11,2025-11-12,HFCL.NS,78.3,76.86,229,-329.76,5.4972
2025-11-12,2025-11-13,KIRLOSENG.NS,1058.65,1084.9,16,420.0,11.9791
2025-11-12,2025-11-13,BLS.NS,336.7,322.3,52,-748.8,9.141
2025-11-12,2025-11-13,PFOCUS.NS,177.1,167.69,100,-941.0,8.844
2025-11-12,2025-11-13,TEJASNET.NS,549.15,525.6,32,-753.6,8.4205
2025-11-12,2025-11-13,FLUOROCHEM.NS,3699.5,3616.1,4,-333.6,6.0576
2025-11-13,2025-11-14,PGEL.NS,559.45,578.1,30,559.5,5.9564
2025-11-13,2025-11-14,FIVESTAR.NS,642.35,643.9,26,40.3,4.4472
2025-11-13,2025-11-14,RKFORGE.NS,556.1,552.7,31,-105.4,3.2779
